Rk,Player,Age,Tm,Pos,GP,GC,G/GP,A/GP,PTS/GP,GC/GP,PIM/GP,S/GP,Adj G,Adj A,Adj PTS,Adj GC,TGF,PGF,TGA,PGA,+/-,xGF,xGA,E+/-,OPS,DPS,PS,Att.,Made,Miss,Pct.,PlayerID
141,Brett Lernout,21,MTL,D,2,0,0,0,0,0,0,1.5,0,0,0,0,1,0,2,0,-1,1.6,1.2,0.4,0,0,0,0,,,,lernobr01
142,Brett Pesce,22,CAR,D,82,6,0.02,0.22,0.24,0.07,0.24,1.33,2,20,22,7,84,7,70,16,23,59.5,49.9,9.6,0.3,6.2,6.5,0,,,,pescebr01
143,Brett Ritchie,23,DAL,RW,78,11,0.21,0.1,0.31,0.14,0.49,2.14,18,9,27,12,40,6,24,0,11,32.8,30.5,2.4,1.6,1.4,3.1,0,,,,ritchbr01
144,Brian Boyle,32,TOT,C,75,10,0.17,0.16,0.33,0.14,0.88,1.75,14,13,27,11,47,13,44,13,3,31.4,28.9,2.5,1.4,1.2,2.7,0,,,,boylebr01
145,Brian Campbell,37,CHI,D,80,6,0.06,0.15,0.21,0.07,0.3,0.93,6,13,19,7,72,12,50,2,12,54.4,53.2,1.1,0.6,3.7,4.3,0,,,,campbbr02
146,Brian Dumoulin,25,PIT,D,70,4,0.01,0.2,0.21,0.06,0.2,1.11,1,15,16,5,61,5,71,15,0,56.3,52.1,4.2,0,1.8,1.7,0,,,,dumoubr01
147,Brian Elliott,31,CGY,G,49,0,0,0,0,0,0.08,0,0,0,0,0,137,34,120,30,0,83.5,82.6,0,0,0,7.3,0,,,,elliobr01
148,Brian Flynn,28,MTL,C,51,4,0.12,0.08,0.2,0.08,0.08,0.92,7,4,11,5,20,0,26,8,2,13.5,16.8,-3.3,0,0.8,0.8,2,1,1,50,flynnbr01
149,Brian Gionta,38,BUF,RW,82,14,0.18,0.24,0.43,0.17,0.27,1.82,17,22,39,15,46,12,61,16,-11,36.9,42.8,-6,1.8,1.3,3,2,0,2,0,giontbr01
150,Brian Lashoff,26,DET,D,5,0,0,0,0,0,0,0.2,0,0,0,0,1,0,4,0,-3,2.7,1.9,0.8,-0.1,-0.1,-0.2,0,,,,lashobr01
151,Brian Strait,29,WPG,D,5,1,0,0.4,0.4,0.11,0,0.6,0,2,2,1,4,1,4,0,-1,2.6,3,-0.4,0.1,0,0.2,0,,,,straibr01
152,Brock Boeser,19,VAN,RW,9,2,0.44,0.11,0.56,0.27,0,2.78,4,1,5,2,8,2,6,0,0,5.6,4.9,0.7,0.6,0.2,0.8,0,,,,boesebr01
153,Brock McGinn,22,CAR,LW,57,6,0.12,0.16,0.28,0.11,0.11,1.3,8,10,18,7,23,0,38,4,-11,22.4,26.6,-4.2,0.6,0.4,1.1,1,1,0,100,mcginbr01
154,Brock Nelson,25,NYI,LW,81,18,0.25,0.31,0.56,0.22,0.44,2.14,22,27,49,19,63,13,64,8,-6,39.3,43.2,-3.8,3.8,0.9,4.7,1,0,1,0,nelsobr01
155,Brooks Orpik,36,WSH,D,79,4,0,0.18,0.18,0.05,0.61,1.18,0,15,15,4,63,0,53,22,32,49,44.1,4.9,-0.2,5.2,5,0,,,,orpikbr01
156,Bryan Bickell,30,CAR,LW,11,1,0.09,0,0.09,0.05,0.36,0.73,1,0,1,1,7,4,7,0,-4,2.6,4.4,-1.8,-0.1,0,-0.1,1,1,0,100,bickebr01
157,Bryan Little,29,WPG,C,59,18,0.36,0.44,0.8,0.31,0.31,2.02,23,28,51,20,64,18,63,11,-7,35.1,31.1,4,4.6,0.6,5.3,2,1,1,50,littlbr01
158,Bryan Rust,24,PIT,RW,57,12,0.26,0.23,0.49,0.2,0.14,1.93,17,14,31,13,40,1,41,5,4,34.3,30.7,3.6,2.6,0.7,3.3,0,,,,rustbr01
159,Buddy Robinson,25,OTT,RW,4,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0.7,0.7,0,-0.1,0,0,0,,,,robinbu01
160,Byron Froese,25,TOT,C,6,0,0,0,0,0,0.83,1,0,0,0,0,0,0,3,0,-3,1.9,2.2,-0.3,-0.2,-0.1,-0.2,0,,,,froesby01
161,C.J. Smith,22,BUF,LW,2,0,0,0.5,0.5,0.14,0,1,0,1,1,0,2,0,3,0,-1,0.8,1.2,-0.3,0,0,0,0,,,,smithcj01
162,Cal Clutterbuck,29,NYI,RW,66,7,0.08,0.23,0.3,0.1,0.42,1.74,6,16,22,8,35,3,42,11,2,28.9,28.9,-0.1,0.2,0.9,1.2,2,0,2,0,cluttca01
163,Cal O'Reilly,30,BUF,C,11,0,0,0.09,0.09,0.02,0,0.27,0,1,1,0,2,1,7,0,-6,2.2,3.3,-1.2,-0.1,-0.1,-0.3,2,1,1,50,oreilca01
164,Calle Järnkrok,25,NSH,C,81,13,0.19,0.2,0.38,0.16,0.31,1.65,17,17,34,14,53,8,56,10,-1,36.8,29.6,7.2,1.6,1.3,2.9,0,,,,jarnkca01
165,Calvin de Haan,25,NYI,D,82,8,0.06,0.24,0.3,0.1,0.44,1.41,6,22,28,9,75,3,74,17,15,56.2,51.6,4.6,1.4,4,5.4,0,,,,dehaaca01
166,Calvin Pickard,24,COL,G,50,1,0,0.04,0.04,0.01,0.04,0,0,2,2,1,91,16,140,35,0,73.8,88.2,0,0,0,7.1,0,,,,pickaca01
167,Cam Atkinson,27,CBJ,RW,82,27,0.43,0.33,0.76,0.33,0.27,2.93,39,30,69,29,92,34,56,11,13,45.7,51.4,-5.7,6.8,2,8.9,4,2,2,50,atkinca01
168,Cam Fowler,25,ANA,D,80,14,0.14,0.35,0.49,0.17,0.25,2.33,12,31,43,15,104,33,87,22,7,61.3,57.3,4,3.1,5.2,8.3,3,1,2,33.3,fowleca01
169,Cam Talbot,29,EDM,G,73,0,0,0,0,0,0.05,0,0,0,0,0,204,48,171,40,0,148,143.7,0,0,0,14,0,,,,talboca01
170,Cam Ward,32,CAR,G,61,0,0,0.02,0.02,0,0.1,0,0,1,1,0,153,28,162,21,0,113.3,116.2,0,0,0,8.5,0,,,,wardca01
171,Cameron Gaunce,26,PIT,D,12,1,0.08,0.25,0.33,0.11,1.08,0.67,1,3,4,1,6,0,6,1,1,5.5,4.6,0.9,0.4,0.3,0.6,0,,,,gauncca01
172,Carey Price,29,MTL,G,62,0,0,0.02,0.02,0,0.06,0,0,1,1,0,167,31,138,35,0,119.2,110.3,0,0,0,12.6,0,,,,priceca01
173,Carl Gunnarsson,30,STL,D,56,2,0,0.11,0.11,0.03,0.07,0.57,0,7,7,2,16,0,23,2,-5,23.4,20.5,2.9,-0.3,1.3,1,0,,,,gunnaca01
174,Carl Hagelin,28,PIT,LW,61,8,0.1,0.26,0.36,0.12,0.26,2.1,7,17,24,8,39,0,43,14,10,37.8,29.3,8.5,0.4,1.1,1.5,0,,,,hagelca01
175,Carl Söderberg,31,COL,C,80,5,0.08,0.1,0.18,0.07,0.28,1.6,7,9,16,6,30,6,60,10,-26,27.1,37.6,-10.5,-0.8,0.4,-0.4,0,,,,soderca01
176,Carter Hutton,31,STL,G,30,0,0,0.03,0.03,0.01,0.13,0,0,1,1,0,65,19,58,13,0,37.4,40.6,0,0,0,3.8,0,,,,huttoca01
177,Carter Rowney,27,PIT,RW,27,3,0.11,0.15,0.26,0.1,0.15,0.89,3,4,7,3,10,0,9,1,2,11.3,10.1,1.3,0.3,0.3,0.6,0,,,,rowneca01
178,Casey Bailey,25,OTT,RW,7,0,0,0,0,0,0,1.43,0,0,0,0,0,0,1,0,-1,2.6,0.8,1.8,-0.2,0,-0.1,0,,,,baileca01
179,Casey Cizikas,25,NYI,C,59,9,0.14,0.29,0.42,0.15,0.51,1.39,9,19,28,10,34,2,35,12,9,25.4,24.7,0.7,1.4,1.1,2.6,1,0,1,0,cizikca01
180,Casey Nelson,24,BUF,D,11,0,0,0,0,0,0.36,0.91,0,0,0,0,3,0,6,0,-3,4.4,5.6,-1.2,-0.2,0.1,-0.1,0,,,,nelsoca01
181,Cédric Paquette,23,TBL,C,58,4,0.07,0.1,0.17,0.07,1.38,1.17,4,7,11,4,14,0,33,13,-6,19.9,22.6,-2.6,-0.3,0.5,0.2,0,,,,paquece01
182,Chad Johnson,30,CGY,G,36,0,0,0,0,0,0,0,0,0,0,0,79,17,87,21,0,56.3,62.5,0,0,0,5.4,0,,,,johnsch02
183,Chad Ruhwedel,26,PIT,D,34,3,0.06,0.24,0.29,0.1,0.24,1.32,2,9,11,4,31,6,20,3,9,22.3,22.6,-0.3,0.6,1.5,2.1,0,,,,ruhwech01
184,Chandler Stephenson,22,WSH,C,4,0,0,0,0,0,0,0.75,0,0,0,0,0,0,1,1,0,1.2,1.2,0,-0.1,0,-0.1,0,,,,stephch02
185,Charles Hudon,22,MTL,LW,3,1,0,0.67,0.67,0.18,0.67,1,0,2,2,1,2,0,1,0,1,1.4,1.2,0.2,0.1,0.1,0.2,0,,,,hudonch01
186,Charlie Coyle,24,MIN,C,82,20,0.22,0.46,0.68,0.24,0.44,1.94,20,42,62,22,81,17,55,4,13,48.7,37.5,11.1,4.4,1.7,6.1,3,0,3,0,coylech01
187,Charlie Lindgren,23,MTL,G,2,0,0,0,0,0,0,0,0,0,0,0,7,1,3,0,0,4,5,0,0,0,0.6,0,,,,lindgch01
188,Chris Butler,30,STL,D,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.2,0.8,-0.6,0,0,0,0,,,,butlech01
189,Chris Driedger,22,OTT,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.8,1,0,0,0,-0.2,0,,,,driedch01
190,Chris Kelly,36,OTT,C,82,5,0.06,0.09,0.15,0.06,0.28,1.04,6,8,14,5,15,0,47,16,-17,21.7,27.7,-6,-0.9,0.4,-0.4,0,,,,kellych01
191,Chris Kreider,25,NYR,LW,75,22,0.37,0.33,0.71,0.29,0.77,2.48,31,27,58,24,77,23,48,0,6,45.6,37,8.6,5.4,1.4,6.8,0,,,,kreidch01
192,Chris Kunitz,37,PIT,LW,71,10,0.13,0.28,0.41,0.14,0.51,1.89,10,22,32,11,49,11,42,4,0,42.6,38.8,3.8,1.1,0.8,1.9,0,,,,kunitch01
193,Chris Neil,37,OTT,RW,53,1,0.02,0.06,0.08,0.03,1.19,0.79,1,3,4,1,6,0,17,0,-11,12.9,12.7,0.2,-0.6,0,-0.6,1,0,1,0,neilch01
194,Chris Stewart,29,MIN,RW,79,9,0.16,0.1,0.27,0.12,1.19,1.04,14,9,23,10,26,1,22,0,3,22.4,31.3,-8.9,1.5,0.8,2.3,2,2,0,100,stewach02
195,Chris Tanev,27,VAN,D,53,3,0.04,0.15,0.19,0.06,0.26,0.74,2,9,11,4,34,1,52,21,3,25.6,32.7,-7.1,0,3.1,3.1,0,,,,tanevch01
196,Chris Terry,27,MTL,LW,14,2,0.14,0.14,0.29,0.12,0.29,1.07,2,2,4,2,5,0,6,0,-1,4.9,4.4,0.5,0.3,0.1,0.4,0,,,,terrych01
197,Chris Thorburn,33,WPG,RW,64,2,0.05,0.02,0.06,0.03,1.48,0.56,3,1,4,2,10,1,21,5,-7,11.9,14.8,-3,-0.5,0.1,-0.4,0,,,,thorbch01
198,Chris Tierney,22,SJS,C,80,9,0.14,0.15,0.29,0.11,0.08,1.13,12,13,25,10,39,1,55,17,0,37.7,35,2.7,0.4,1.5,1.9,0,,,,tiernch01
199,Chris VandeVelde,29,PHI,C,81,6,0.07,0.11,0.19,0.07,0.2,0.85,7,10,17,7,18,0,45,22,-5,18.3,22.4,-4.2,-0.3,1,0.7,0,,,,vandech01
200,Chris Wagner,25,ANA,C,43,4,0.14,0.02,0.16,0.08,0.14,0.93,7,1,8,4,10,0,10,2,2,9.4,11.2,-1.8,0.3,0.6,0.9,0,,,,wagnech01
201,Chris Wideman,27,OTT,D,76,6,0.07,0.16,0.22,0.08,0.61,1.62,6,13,19,7,41,8,26,0,7,33.9,29.9,3.9,1.1,3.1,4.2,0,,,,widemch01
202,Christian Dvorak,20,ARI,C,78,13,0.19,0.23,0.42,0.17,0.28,1.13,17,20,37,15,52,6,53,14,7,35.9,43.9,-8,1.9,1.7,3.6,1,0,1,0,dvorach01
203,Christian Fischer,19,ARI,RW,7,2,0.43,0,0.43,0.23,0,1.43,3,0,3,2,3,0,3,0,0,1.8,3.3,-1.4,0.4,0.1,0.5,0,,,,fischch01
204,Christian Folin,25,MIN,D,51,3,0.04,0.12,0.16,0.05,0.51,0.76,2,7,9,3,33,0,28,5,10,26.2,26.2,0,0.2,2.1,2.3,0,,,,folinch01
205,Christoph Bertschy,22,MIN,C,5,0,0,0.2,0.2,0.05,0.8,1,0,1,1,0,1,0,1,0,0,1.1,1.2,-0.1,0,0,0,0,,,,bertsch02
206,Christopher DiDomenico,27,OTT,RW,3,0,0,0,0,0,2,1.67,0,0,0,0,1,0,1,0,0,1.6,1.1,0.5,-0.1,0,-0.1,0,,,,didomch01
207,Clarke MacArthur,31,OTT,LW,4,0,0,0,0,0,0,1.25,0,0,0,0,0,0,1,0,-1,1.5,1.3,0.2,-0.2,0,-0.1,0,,,,macarcl01
208,Claude Giroux,29,PHI,C,82,20,0.17,0.54,0.71,0.24,0.46,2.43,15,48,63,21,97,47,68,3,-15,43.8,41.1,2.7,3.6,1.4,4.9,12,4,8,33.3,giroucl01
209,Clayton Keller,18,ARI,LW,3,1,0,0.67,0.67,0.18,0,0,0,2,2,1,2,1,4,0,-3,0.3,1.8,-1.4,0.1,-0.1,0,0,,,,kellecl01
210,Clayton Stoner,31,ANA,D,14,1,0.07,0.14,0.21,0.08,2,1.14,1,2,3,1,5,0,6,1,0,7.9,6.8,1.1,0.1,0.6,0.7,0,,,,stonecl01
211,Cody Bass,30,NSH,C,9,0,0,0,0,0,2.11,0.11,0,0,0,0,0,0,1,0,-1,0.6,2.6,-2,-0.2,0,-0.1,0,,,,bassco01
212,Cody Ceci,23,OTT,D,79,5,0.03,0.19,0.22,0.07,0.25,1.81,2,16,18,5,59,4,90,24,-11,48.4,58.1,-9.7,-0.2,3.4,3.2,0,,,,cecico01
213,Cody Eakin,25,DAL,C,60,4,0.05,0.15,0.2,0.07,0.82,1.37,3,10,13,4,30,5,54,22,-7,35.2,33.5,1.6,-1.2,0.7,-0.5,0,,,,eakinco01
214,Cody Franson,29,BUF,D,68,6,0.04,0.24,0.28,0.09,0.5,1.37,3,17,20,6,46,8,48,5,-5,42,40.2,1.8,0.9,2.7,3.6,0,,,,fransco01
215,Cody Goloubef,27,COL,D,33,1,0,0.15,0.15,0.04,0.76,1.06,0,5,5,1,17,0,32,4,-11,14.7,20.2,-5.5,-0.1,0.5,0.4,0,,,,golouco01
216,Cody McLeod,32,TOT,LW,59,3,0.08,0.02,0.1,0.05,2.46,0.51,5,1,6,3,10,0,13,0,-3,10.4,16.6,-6.2,0,0.4,0.4,0,,,,mcleoco01
217,Cole Schneider,26,BUF,LW,4,0,0,0.25,0.25,0.07,0,1.5,0,1,1,0,2,0,0,0,2,1.3,0.7,0.5,0,0.1,0.2,0,,,,schneco02
218,Colin McDonald,32,PHI,C,3,1,0.33,0,0.33,0.18,0,1.67,1,0,1,1,1,0,0,0,1,1.1,1.3,-0.2,0.1,0.1,0.2,0,,,,mcdonco01
219,Colin Miller,24,BOS,D,61,5,0.1,0.11,0.21,0.09,0.9,1.39,7,8,15,6,35,5,31,2,0,34.6,22.7,11.9,1,2.3,3.3,0,,,,milleco02
220,Colin White,20,OTT,C,2,0,0,0,0,0,0,0.5,0,0,0,0,1,0,1,0,0,0.4,0.6,-0.1,-0.1,0,0,1,0,1,0,whiteco02
221,Colin Wilson,27,NSH,LW,70,13,0.17,0.33,0.5,0.19,0.26,1.61,13,25,38,14,63,16,40,0,7,36.7,32.5,4.2,2.4,1.4,3.8,0,,,,wilsoco01
222,Colton Parayko,23,STL,D,81,11,0.05,0.38,0.43,0.13,0.4,2.32,4,34,38,11,81,17,69,12,7,47.8,47,0.8,2.2,4.5,6.7,0,,,,parayco01
223,Colton Sceviour,27,FLA,C,80,9,0.11,0.19,0.3,0.11,0.31,2.15,10,16,26,10,36,7,58,13,-16,32,33.2,-1.1,0.4,0.9,1.3,0,,,,scevico01
224,Colton Sissons,23,NSH,C,58,5,0.14,0.03,0.17,0.09,0.21,0.72,9,2,11,5,24,0,18,5,11,18.3,21.7,-3.4,0.2,1.1,1.4,0,,,,sissoco01
225,Connor Brown,23,TOR,RW,82,15,0.24,0.2,0.44,0.19,0.12,1.7,22,17,39,17,67,15,61,13,3,44.2,46.6,-2.4,2.6,1.4,4,0,,,,brownco02
226,Connor Carrick,22,TOR,D,67,3,0.03,0.09,0.12,0.04,0.76,1.33,2,7,9,3,55,4,47,3,8,47.2,42.3,4.9,-0.2,2.6,2.3,0,,,,carrico01
227,Connor Hellebuyck,23,WPG,G,56,0,0,0,0,0,0,0,0,0,0,0,152,26,146,38,0,97.4,91.7,0,0,0,8.1,0,,,,helleco01
228,Connor Jones,26,NYI,C,4,0,0,0,0,0,0.5,0.5,0,0,0,0,1,0,0,0,1,0.9,1.1,-0.2,-0.1,0.1,0,0,,,,jonesco01
229,Connor McDavid,20,EDM,C,82,36,0.37,0.85,1.22,0.43,0.32,3.06,33,77,110,39,131,42,72,8,27,77.1,54.7,22.4,9.7,3,12.8,4,2,2,50,mcdavco01
230,Connor Murphy,23,ARI,D,77,5,0.03,0.19,0.22,0.07,0.58,1.05,2,16,18,5,50,1,83,20,-13,43.9,49.5,-5.7,0.3,2.3,2.5,0,,,,murphco02
231,Conor Sheary,24,PIT,LW,61,20,0.38,0.49,0.87,0.34,0.36,2.52,25,33,58,23,71,11,36,0,24,45.6,37.4,8.2,5.7,1.7,7.3,0,,,,shearco01
232,Corey Crawford,32,CHI,G,55,0,0,0.02,0.02,0,0.04,0,0,1,1,0,146,25,138,36,0,105.8,106.1,0,0,0,11,0,,,,crawfco01
233,Corey Perry,31,ANA,RW,82,20,0.23,0.41,0.65,0.24,0.93,2.62,21,37,58,22,79,30,47,0,2,47.6,40.6,7.1,4,1.8,5.8,6,1,5,16.7,perryco01
234,Corey Tropp,27,ANA,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0.2,0.2,0,0,0,-0.1,0,,,,troppco01
235,Cory Conacher,27,TBL,LW,11,1,0.09,0.27,0.36,0.12,0.36,1.45,1,3,4,1,5,2,3,0,0,4.6,3.9,0.8,0.2,0.2,0.3,0,,,,conacco01
236,Cory Schneider,30,NJD,G,60,0,0,0,0,0,0,0,0,0,0,0,121,30,161,35,0,97,114.7,0,0,0,9.5,0,,,,schneco01
237,Craig Anderson,35,OTT,G,40,0,0,0.03,0.03,0.01,0,0,0,1,1,0,104,18,91,27,0,73.9,73.3,0,0,0,9.2,0,,,,andercr01
238,Craig Smith,27,NSH,RW,78,11,0.15,0.22,0.37,0.15,0.38,1.99,13,19,32,12,48,6,35,0,7,39.7,38.4,1.3,1.6,1.4,3,2,0,2,0,smithcr01
239,Curtis Lazar,21,TOT,RW,37,1,0.03,0.08,0.11,0.04,0.11,0.7,1,3,4,1,8,0,16,0,-8,8.8,11.9,-3.2,-0.4,0.1,-0.3,0,,,,lazarcu01
240,Curtis McElhinney,33,TOT,G,21,0,0,0,0,0,0,0,0,0,0,0,46,8,51,13,0,37.2,37.4,0,0,0,3.9,0,,,,mcelhcu01
241,Curtis McKenzie,25,DAL,LW,53,6,0.11,0.19,0.3,0.11,1.36,1.25,7,11,18,7,24,0,25,6,5,21.6,22.2,-0.6,0.8,0.8,1.6,0,,,,mckencu01
242,Dale Weise,28,PHI,RW,64,6,0.13,0.11,0.23,0.1,0.61,1.47,9,8,17,7,32,2,30,0,1,26.2,21.1,5.1,0.2,1.1,1.3,0,,,,weiseda01
243,Dalton Prout,26,TOT,D,29,2,0,0.21,0.21,0.06,1.52,0.45,0,6,6,2,20,0,25,4,-1,13.3,14.3,-1,0.2,0.8,1,0,,,,proutda01
244,Damon Severson,22,NJD,D,80,9,0.04,0.35,0.39,0.12,0.73,1.56,3,31,34,10,60,22,72,3,-31,50.5,56,-5.4,1.8,1.6,3.4,1,0,1,0,severda01
245,Dan Girardi,32,NYR,D,63,5,0.06,0.17,0.24,0.08,0.25,0.89,4,12,16,5,50,0,56,15,8,36.2,46.4,-10.2,0.6,2.7,3.3,0,,,,girarda01
246,Dan Hamhuis,34,DAL,D,79,5,0.01,0.19,0.2,0.06,0.29,1.05,1,16,17,5,57,5,83,24,-7,49.3,50.4,-1.1,0,2.2,2.2,0,,,,hamhuda01
247,Dan Renouf,22,DET,D,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7,0.3,0.4,0,0,0,0,,,,renouda01
248,Daniel Carr,25,MTL,LW,33,3,0.06,0.21,0.27,0.09,0.18,1.33,2,8,10,3,13,0,9,0,4,10.5,9.9,0.7,0.3,0.6,0.8,0,,,,carrda01
249,Daniel Sedin,36,VAN,LW,82,16,0.18,0.35,0.54,0.2,0.39,2.63,17,32,49,18,65,19,65,3,-16,41.3,53,-11.7,2.4,1.3,3.8,0,,,,sedinda01
250,Daniel Winnik,31,WSH,LW,72,10,0.17,0.18,0.35,0.14,0.68,1.14,13,14,27,11,32,0,35,18,15,23.8,24.8,-1,1.4,1.5,3,0,,,,winnida01
251,Danny DeKeyser,26,DET,D,82,4,0.05,0.1,0.15,0.05,0.4,1.04,4,9,13,5,59,2,106,28,-22,52.1,55.5,-3.4,-0.5,2.5,2,0,,,,dekeyda01
252,Danny O'Regan,23,SJS,C,3,1,0.33,0,0.33,0.18,0,1.67,1,0,1,1,1,1,2,0,-2,0.6,1.3,-0.7,0.1,0,0.1,0,,,,oregada01
253,Danton Heinen,21,BOS,C,8,0,0,0,0,0,0.25,0.88,0,0,0,0,0,0,3,0,-3,2.5,3.2,-0.6,-0.3,0,-0.3,0,,,,heineda01
254,Darcy Kuemper,26,MIN,G,18,0,0,0.06,0.06,0.02,0.22,0,0,1,1,0,63,8,55,8,0,41.5,34.8,0,0,0,2.6,0,,,,kuempda01
255,Darnell Nurse,21,EDM,D,44,4,0.11,0.14,0.25,0.1,0.75,1.93,6,7,13,5,31,0,38,7,0,30.4,31.7,-1.3,0.9,1.5,2.4,0,,,,nurseda01
256,Darren Helm,30,DET,C,50,7,0.16,0.18,0.34,0.14,0.4,1.96,9,10,19,8,32,6,40,8,-6,23.3,25.3,-2,0.6,0.7,1.4,1,0,1,0,helmda01
257,David Backes,32,BOS,RW,74,15,0.23,0.28,0.51,0.21,0.93,2.36,19,23,42,17,68,13,56,3,2,44.3,35.2,9.1,2.7,1.7,4.5,1,0,1,0,backeda01
258,David Desharnais,30,TOT,C,49,5,0.12,0.16,0.29,0.11,0.24,0.94,6,9,15,6,26,4,18,0,4,19.9,23.8,-3.9,0.5,0.9,1.4,0,,,,deshada01
259,David Krejčí,30,BOS,C,82,22,0.28,0.38,0.66,0.26,0.32,1.93,25,34,59,23,74,19,69,2,-12,50,43.4,6.6,4.6,1.4,6,2,0,2,0,krejcda01
260,David Pastrňák,20,BOS,RW,75,29,0.45,0.48,0.93,0.39,0.45,3.49,38,39,77,31,100,37,52,0,11,55.1,40.9,14.2,8.1,2.2,10.3,4,1,3,25,pastrda01
261,David Perron,28,STL,LW,82,17,0.22,0.34,0.56,0.21,0.66,1.84,20,31,51,19,73,23,56,4,-2,42.2,38.3,3.9,3.1,1.6,4.7,3,1,2,33.3,perroda01
262,David Rittich,24,CGY,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.7,0.2,0,0,0,0,0,,,,rittida01
263,David Savard,26,CBJ,D,74,8,0.08,0.23,0.31,0.11,0.59,1.82,7,19,26,9,76,0,56,13,33,61.7,59.4,2.4,1.3,5.8,7.1,0,,,,savarda01
264,David Schlemko,29,SJS,D,62,5,0.03,0.26,0.29,0.09,0.23,1.9,2,17,19,6,41,6,33,2,4,36,30,6,0.9,2.8,3.7,0,,,,schleda01
265,David Warsofsky,26,PIT,D,7,0,0,0.14,0.14,0.04,0.86,2,0,1,1,0,5,1,8,1,-3,3.8,4.4,-0.6,0,-0.1,-0.1,0,,,,warsoda01
266,Denis Gurianov,19,DAL,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0.1,0.6,-0.4,0,0,-0.1,0,,,,guriade01
267,Denis Malgin,20,FLA,C,47,4,0.13,0.09,0.21,0.09,0.17,1.43,7,4,11,5,18,6,17,0,-5,16.2,18.6,-2.4,0.3,0.5,0.8,0,,,,malgide01
268,Dennis Rasmussen,26,CHI,C,68,3,0.06,0.06,0.12,0.05,0.18,1.13,4,4,8,3,19,0,33,11,-4,25.5,25.5,0,-0.9,0.6,-0.4,0,,,,rasmude01
269,Dennis Seidenberg,35,NYI,D,73,7,0.07,0.23,0.3,0.1,0.44,1.22,6,19,25,8,68,0,58,15,25,53,47.7,5.3,1.3,4.5,5.8,0,,,,seidede01
270,Dennis Wideman,33,CGY,D,57,6,0.09,0.23,0.32,0.11,0.56,1.53,6,14,20,7,44,7,58,15,-6,34.2,34.5,-0.4,1,2.2,3.2,0,,,,widemde01
271,Derek Dorsett,30,VAN,RW,14,1,0.07,0.21,0.29,0.1,2.36,1.71,1,3,4,1,5,0,11,0,-6,5.1,5,0.1,0.2,-0.1,0.1,0,,,,dorsede01
272,Derek Forbort,24,LAK,D,82,5,0.02,0.2,0.22,0.07,0.66,1.22,2,17,19,6,55,1,60,15,8,52.2,48.4,3.8,0.1,5.5,5.6,0,,,,forbode01
273,Derek Grant,26,TOT,C,46,1,0,0.09,0.09,0.02,0.52,0.87,0,4,4,1,7,1,25,14,-5,10.8,12.6,-1.8,-0.8,0.3,-0.5,0,,,,grantde01
274,Derek MacKenzie,35,FLA,C,82,6,0.07,0.12,0.2,0.07,0.61,1.11,7,11,18,7,27,0,47,13,-7,22.8,31.7,-8.8,-0.4,1.1,0.6,0,,,,mackede01
275,Derek Ryan,30,CAR,C,67,11,0.16,0.27,0.43,0.16,0.33,1.09,12,20,32,12,43,11,42,2,-8,29.9,30.8,-1,1.6,1,2.6,0,,,,ryande01
276,Derek Stepan,26,NYR,C,81,20,0.21,0.47,0.68,0.24,0.2,2.58,19,42,61,22,83,25,54,15,19,51.4,42.3,9.1,3.8,2.2,5.9,2,0,2,0,stepade01
277,Derick Brassard,29,OTT,C,81,14,0.17,0.31,0.48,0.18,0.3,2.41,15,27,42,16,77,19,47,1,12,46,38.7,7.3,1.9,2.2,4.1,2,0,2,0,brassde01
278,Derrick Pouliot,23,PIT,D,11,0,0,0,0,0,0.36,1,0,0,0,0,4,1,7,0,-4,5.4,7.4,-2,-0.2,-0.1,-0.3,0,,,,poulide01
279,Deryk Engelland,34,CGY,D,81,5,0.05,0.15,0.2,0.07,1.05,1.32,4,13,17,6,47,0,74,30,2,37.8,48.5,-10.7,0.3,3.6,3.9,0,,,,engelde01
280,Devan Dubnyk,30,MIN,G,65,0,0,0,0,0,0.15,0,0,0,0,0,191,37,141,29,0,117.6,105.2,0,0,0,13.1,0,,,,dubnyde01
281,Devante Smith-Pelly,24,NJD,RW,53,4,0.08,0.09,0.17,0.07,0.23,1.43,4,5,9,4,11,2,30,3,-19,17.1,24.4,-7.3,-0.6,0.3,-0.3,0,,,,smithde06
282,Devin Setoguchi,30,LAK,RW,45,4,0.09,0.18,0.27,0.1,0.31,1.33,4,9,13,5,21,3,23,0,-5,22,16.5,5.5,0.2,0.6,0.8,1,0,1,0,setogde01
283,Devin Shore,22,DAL,C,82,12,0.16,0.24,0.4,0.15,0.17,1.4,14,22,36,14,45,9,44,3,-4,37.4,37.3,0.1,1.9,1,2.8,0,,,,shorede01
