Rk,Player,Age,Tm,Pos,GP,GC,G/GP,A/GP,PTS/GP,GC/GP,PIM/GP,S/GP,Adj G,Adj A,Adj PTS,Adj GC,TGF,PGF,TGA,PGA,+/-,xGF,xGA,E+/-,OPS,DPS,PS,Att.,Made,Miss,Pct.,PlayerID
26,Alex Ovechkin,31,WSH,LW,82,27,0.4,0.44,0.84,0.33,0.61,3.82,37,39,76,31,111,48,58,1,6,48.8,49.3,-0.5,7,1.7,8.7,3,0,3,0,ovechal01
27,Alex Pietrangelo,27,STL,D,80,17,0.18,0.43,0.6,0.21,0.3,2.26,15,37,52,18,107,26,104,26,3,61.9,57.5,4.4,4.4,4.8,9.2,0,,,,pietral01
28,Alex Stalock,29,MIN,G,2,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,0,3,3.4,0,0,0,0.5,0,,,,staloal01
29,Alex Tuch,20,MIN,RW,6,0,0,0,0,0,0,1.33,0,0,0,0,1,0,4,0,-3,3.4,2.9,0.5,-0.2,-0.1,-0.3,0,,,,tuchal01
30,Alexander Burmistrov,25,TOT,C,49,6,0.1,0.22,0.33,0.12,0.24,0.92,6,12,18,7,25,9,29,6,-7,13.6,24.3,-10.6,0.5,0.4,0.9,0,,,,burmial01
31,Alexander Edler,30,VAN,D,68,7,0.09,0.22,0.31,0.11,0.53,2.03,7,16,23,8,56,9,91,23,-20,50.6,62,-11.4,1,2.7,3.6,0,,,,edleral01
32,Alexander Nylander,18,BUF,RW,4,0,0,0.25,0.25,0.07,0,1,0,1,1,0,1,0,3,0,-2,1.2,2.3,-1.1,0,0,0,0,,,,nylanal01
33,Alexander Petrovic,24,FLA,D,49,4,0.02,0.27,0.29,0.08,1.61,1.12,1,14,15,4,35,0,40,4,-1,27.2,31.7,-4.5,0.6,2.2,2.7,0,,,,petroal01
34,Alexander Radulov,30,MTL,RW,76,19,0.24,0.47,0.71,0.26,0.82,1.93,20,39,59,22,86,27,50,0,10,51.7,42.3,9.4,4.1,2,6.1,5,4,1,80,radulal01
35,Alexander Steen,32,STL,LW,76,18,0.21,0.46,0.67,0.24,0.7,1.54,18,38,56,20,77,26,71,19,-2,37.9,38.3,-0.4,3.3,1.6,5,2,1,1,50,steenal01
36,Alexander Wennberg,22,CBJ,C,80,20,0.16,0.58,0.74,0.25,0.26,1.36,14,50,64,21,89,35,49,4,9,45.5,42.5,3,4,1.9,5.9,3,0,3,0,wennbal01
37,Alexandre Burrows,35,TOT,LW/RW,75,13,0.2,0.21,0.41,0.17,0.83,1.91,17,17,34,14,47,3,55,14,3,35.5,41,-5.5,2.1,1.5,3.6,0,,,,burroal01
38,Alexandre Carrier,20,NSH,D,2,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,1,0.7,0.4,0.3,0,0.1,0.1,0,,,,carrial01
39,Alexandre Grenier,25,VAN,RW,3,0,0,0,0,0,0,0.33,0,0,0,0,0,0,1,0,-1,0.9,0.3,0.5,-0.1,0,-0.1,0,,,,grenial01
40,Alexei Emelin,30,MTL,D,76,3,0.03,0.11,0.13,0.04,0.93,1.08,2,9,11,4,47,0,74,28,1,48.8,51.2,-2.4,-0.7,3.7,3,0,,,,emelial01
41,Alexey Marchenko,25,TOT,D,41,2,0.02,0.17,0.2,0.06,0.29,0.88,1,8,9,3,26,1,29,11,7,22.3,24,-1.7,0.1,2.2,2.3,0,,,,marchal01
42,Anders Lee,26,NYI,LW,81,24,0.42,0.22,0.64,0.29,0.69,2.36,38,20,58,26,80,23,48,0,9,51.4,43.4,8.1,6.2,1.6,7.7,1,0,1,0,leean01
43,Anders Nilsson,26,BUF,G,26,0,0,0,0,0,0,0,0,0,0,0,56,20,65,20,0,39.9,53.5,0,0,0,6,0,,,,nilssan01
44,André Burakovsky,21,WSH,LW,64,13,0.19,0.36,0.55,0.2,0.22,1.73,13,25,38,14,44,8,23,0,13,30.6,28.7,1.9,2.8,1.4,4.1,0,,,,burakan01
45,Andreas Athanasiou,22,DET,C,64,13,0.28,0.17,0.45,0.2,0.44,1.88,20,12,32,14,42,11,44,6,-7,25,28.9,-3.9,2.8,0.8,3.6,6,1,5,16.7,athanan01
46,Andreas Englund,21,OTT,D,5,0,0,0,0,0,0.4,0.6,0,0,0,0,1,0,4,0,-3,1.6,2.7,-1.1,-0.1,-0.1,-0.2,0,,,,engluan01
47,Andreas Martinsen,26,TOT,LW,64,3,0.05,0.06,0.11,0.04,0.5,1.14,3,4,7,3,11,0,28,3,-14,12.4,21.3,-8.9,-0.7,0.3,-0.4,0,,,,martian01
48,Andrei Markov,38,MTL,D,62,11,0.1,0.48,0.58,0.18,0.26,1.58,7,33,40,13,65,15,43,11,18,43.6,36.7,6.9,3,4.5,7.5,0,,,,markoan01
49,Andrei Vasilevskiy,22,TBL,G,50,1,0,0.04,0.04,0.01,0.04,0,0,2,2,1,124,36,122,26,0,83.1,91.4,0,0,0,9.3,0,,,,vasilan02
50,Andrej Nestrašil,25,CAR,C,19,2,0.05,0.21,0.26,0.09,0.11,1.42,1,4,5,2,6,0,9,0,-3,7.8,8.2,-0.4,0.1,0.1,0.2,0,,,,nestran01
51,Andrej Sekera,30,EDM,D,80,12,0.1,0.34,0.44,0.15,0.23,1.6,9,30,39,13,78,22,60,16,14,59.6,51.8,7.7,2.7,4.6,7.3,0,,,,sekeran01
52,Andrej Šustr,26,TBL,D,80,5,0.04,0.14,0.18,0.06,0.54,1.16,3,12,15,5,41,0,67,17,-10,43.4,48.4,-5,0.1,2.4,2.5,0,,,,sustran01
53,Andrew Cogliano,29,ANA,LW,82,14,0.2,0.23,0.43,0.17,0.32,2.17,18,21,39,16,48,0,46,9,11,51.7,42.4,9.3,2.2,1.9,4.2,1,0,1,0,coglian01
54,Andrew Copp,22,WPG,C,64,7,0.14,0.13,0.27,0.11,0.28,1.2,10,9,19,8,27,0,31,12,8,25.4,20.8,4.6,0.7,1.1,1.7,0,,,,coppan01
55,Andrew Desjardins,30,CHI,LW,46,0,0,0.02,0.02,0.01,0.48,1,0,1,1,0,10,0,19,3,-6,16.7,16.3,0.4,-1.1,0.1,-1,0,,,,desjaan01
56,Andrew Hammond,28,OTT,G,6,0,0,0,0,0,0,0,0,0,0,0,4,2,14,4,0,4.8,7.3,0,0,0,-0.3,0,,,,hammoan01
57,Andrew Ladd,31,NYI,LW,78,15,0.29,0.1,0.4,0.19,0.58,1.82,25,9,34,16,49,9,62,8,-14,38.1,40.3,-2.2,2.6,0.6,3.1,4,0,4,0,laddan01
58,Andrew MacDonald,30,PHI,D,73,5,0.03,0.22,0.25,0.07,0.36,0.89,2,17,19,6,41,0,76,31,-5,39,41.4,-2.4,0.4,3.3,3.7,0,,,,macdoan01
59,Andrew Poturalski,23,CAR,C,2,0,0,0,0,0,0,0.5,0,0,0,0,0,0,3,0,-3,0.4,1.9,-1.5,-0.1,-0.1,-0.2,0,,,,poturan01
60,Andrew Shaw,25,MTL,C,68,11,0.18,0.25,0.43,0.16,1.62,1.87,13,19,32,12,52,15,33,0,4,35.7,32,3.7,1.6,1.3,3,0,,,,shawan01
61,Andy Andreoff,25,LAK,LW,36,1,0,0.06,0.06,0.02,1.94,1.06,0,2,2,1,7,0,9,0,-2,12.9,10.5,2.3,-0.9,0.5,-0.4,0,,,,andrean01
62,Andy Greene,34,NJD,D,66,5,0.06,0.14,0.2,0.07,0.12,1.26,4,10,14,5,48,11,77,24,-16,42.2,45.4,-3.2,0.1,2.4,2.5,0,,,,greenan01
63,Anthony Beauvillier,19,NYI,LW,66,9,0.14,0.23,0.36,0.14,0.15,1.53,10,16,26,10,39,2,36,0,1,27.3,37.1,-9.7,1.3,0.8,2.2,2,1,1,50,beauvan01
64,Anthony Bitetto,26,NSH,D,29,2,0,0.24,0.24,0.07,0.86,0.59,0,8,8,2,15,0,17,1,-1,12,15.5,-3.5,0.4,0.6,0.9,0,,,,bitetan01
65,Anthony Duclair,21,ARI,LW,58,5,0.09,0.17,0.26,0.09,0.24,1.31,6,11,17,6,30,4,34,1,-7,25.1,27.1,-2,0,0.6,0.7,6,2,4,33.3,duclaan01
66,Anthony Mantha,22,DET,RW,60,14,0.28,0.32,0.6,0.24,0.88,2.22,19,21,40,16,49,6,33,0,10,35.9,26.6,9.3,3.2,1.7,4.9,0,,,,manthan01
67,Anthony Stolarz,23,PHI,G,7,0,0,0,0,0,0,0,0,0,0,0,12,2,13,4,0,12.7,10.9,0,0,0,1.4,0,,,,stolaan01
68,Antoine Bibeau,22,TOR,G,2,0,0,0,0,0,0,0,0,0,0,0,3,1,4,2,0,6.1,2.8,0,0,0,0.4,0,,,,bibeaan01
69,Antoine Roussel,27,DAL,LW,60,11,0.2,0.25,0.45,0.18,1.92,1.37,13,16,29,11,45,5,52,13,1,33.1,26.6,6.5,1.7,1,2.7,0,,,,roussan01
70,Antoine Vermette,34,ANA,C,72,10,0.13,0.26,0.39,0.14,0.58,1.22,10,21,31,11,49,15,47,6,-7,35.2,33.4,1.8,0.9,1.1,2,2,0,2,0,vermean01
71,Anton Blidh,21,BOS,LW,19,1,0.05,0.05,0.11,0.04,0.37,1.37,1,1,2,1,3,0,6,1,-2,7.7,4.7,3.1,-0.1,0.1,0,0,,,,blidhan01
72,Anton Forsberg,24,CBJ,G,1,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,2.7,2.2,0,0,0,0,0,,,,forsban01
73,Anton Khudobin,30,BOS,G,16,0,0,0.06,0.06,0.02,0.13,0,0,1,1,0,37,9,39,5,0,29.2,27,0,0,0,1.9,0,,,,khudoan01
74,Anton Lander,25,EDM,C,22,1,0.05,0.14,0.18,0.06,0.27,0.55,1,3,4,1,9,0,11,4,2,5.9,5.3,0.6,0,0.3,0.3,0,,,,landean01
75,Anton Lindholm,22,COL,D,12,0,0,0,0,0,0.17,0.58,0,0,0,0,5,0,16,4,-8,5.8,7.2,-1.3,-0.2,-0.2,-0.4,0,,,,lindhan01
76,Anton Rodin,26,VAN,RW,3,0,0,0.33,0.33,0.09,0,0.67,0,1,1,0,1,0,0,0,1,0.7,0.7,0,0,0.1,0.1,0,,,,rodinan01
77,Anton Slepyshev,22,EDM,LW,41,4,0.1,0.15,0.24,0.09,0.1,1.34,4,7,11,4,12,0,7,0,5,15.1,18.3,-3.2,0.3,0.7,1,0,,,,slepyan01
78,Anton Strålman,30,TBL,D,73,7,0.07,0.23,0.3,0.1,0.27,1.78,6,19,25,8,71,11,83,24,1,53.3,51.7,1.6,0.9,3.9,4.8,1,0,1,0,stralan01
79,Antti Niemi,33,DAL,G,37,0,0,0,0,0,0,0,0,0,0,0,76,16,95,23,0,54.7,56.8,0,0,0,3,0,,,,niemian02
80,Antti Raanta,27,NYR,G,30,0,0,0.03,0.03,0.01,0,0,0,1,1,0,84,21,61,19,0,55.3,52.1,0,0,0,5.4,0,,,,raantan01
81,Anže Kopitar,29,LAK,C,76,17,0.16,0.53,0.68,0.23,0.37,1.97,13,44,57,19,73,24,71,13,-10,44.8,37.1,7.7,2.6,1.9,4.6,5,2,3,40,kopitan01
82,Artem Anisimov,28,CHI,C,64,18,0.34,0.36,0.7,0.28,0.47,1.64,24,25,49,20,69,17,48,5,9,34.7,39.7,-4.9,4.2,1.4,5.6,1,0,1,0,anisiar01
83,Artemi Panarin,25,CHI,LW,82,28,0.38,0.52,0.9,0.35,0.26,2.57,34,47,81,31,109,30,62,1,18,51.1,51.4,-0.4,7.2,2.2,9.4,5,4,1,80,panarar01
84,Artturi Lehkonen,21,MTL,LW,73,12,0.25,0.14,0.38,0.17,0.11,2.16,20,11,31,14,46,10,40,3,-1,36.5,33.4,3.1,2.3,1.1,3.4,0,,,,lehkoar01
85,Austin Czarnik,24,BOS,C,49,5,0.1,0.16,0.27,0.1,0.24,1.35,6,9,15,6,19,7,23,1,-10,17.4,15.3,2.2,0.3,0.4,0.7,1,0,1,0,czarnau01
86,Austin Watson,25,NSH,LW,77,6,0.06,0.16,0.22,0.08,1.29,1.17,6,13,19,7,33,0,38,19,14,22.6,26.3,-3.7,-0.2,1.6,1.4,0,,,,watsoau01
87,Auston Matthews,19,TOR,C,82,30,0.49,0.35,0.84,0.36,0.17,3.4,44,32,76,33,86,30,55,0,2,58.1,51.8,6.2,8.2,1.5,9.7,8,2,6,25,matthau01
88,Barclay Goodrow,23,SJS,RW,3,0,0,0.33,0.33,0.09,0,1,0,1,1,0,0,0,0,0,0,0.2,1.4,-1.2,0,0,0.1,0,,,,goodrba01
89,Beau Bennett,25,NJD,RW,65,7,0.12,0.17,0.29,0.11,0.31,1.55,9,12,21,8,28,5,28,0,-3,30.4,29.8,0.6,0.6,1.2,1.7,0,,,,bennebe01
90,Ben Bishop,30,TOT,G,39,0,0,0,0,0,0.26,0,0,0,0,0,99,26,94,21,0,69,71,0,0,0,5.7,0,,,,bishobe01
91,Ben Chiarot,25,WPG,D,59,4,0.03,0.17,0.2,0.06,0.56,0.83,2,11,13,4,35,0,49,16,2,26.7,32,-5.3,0.4,1.5,1.9,0,,,,chiarbe01
92,Ben Harpur,22,OTT,D,6,0,0,0,0,0,0,0.5,0,0,0,0,4,0,6,1,-1,3.2,4,-0.8,-0.1,0.2,0,0,,,,harpube01
93,Ben Hutton,23,VAN,D,71,7,0.07,0.2,0.27,0.09,0.44,1.83,6,15,21,7,50,15,63,5,-22,44.7,53.9,-9.2,0.9,2,2.9,0,,,,huttobe01
94,Ben Lovejoy,32,NJD,D,82,2,0.01,0.07,0.09,0.03,0.48,1.02,1,7,8,2,39,0,80,34,-7,49,57.2,-8.2,-1.2,3.8,2.5,0,,,,lovejbe01
95,Ben Smith,28,TOT,RW,40,2,0.05,0.05,0.1,0.04,0.1,0.75,2,2,4,2,9,0,30,14,-7,12.4,14.3,-1.9,-0.6,0.2,-0.4,0,,,,smithbe01
96,Ben Street,29,DET,C,6,0,0,0.17,0.17,0.05,0,1.33,0,1,1,0,1,0,0,0,1,3.3,2.1,1.2,0,0.1,0.1,0,,,,streebe01
97,Ben Thomson,24,NJD,LW,3,0,0,0,0,0,1.33,2.33,0,0,0,0,0,0,4,0,-4,1.3,1.7,-0.4,-0.1,-0.1,-0.2,0,,,,thomsbe01
98,Benoît Pouliot,30,EDM,LW,67,6,0.12,0.09,0.21,0.09,0.51,1.15,9,7,16,7,27,4,35,8,-5,28.6,32.2,-3.6,-0.2,0.8,0.6,0,,,,poulibe01
99,Blake Coleman,25,NJD,C,23,1,0.04,0.04,0.09,0.04,1.17,1.26,1,1,2,1,3,0,18,8,-7,7.3,10.5,-3.2,-0.5,0.1,-0.4,0,,,,colembl01
100,Blake Comeau,30,COL,LW,77,8,0.1,0.16,0.26,0.1,0.75,1.34,9,13,22,8,35,3,71,20,-19,27.3,38.7,-11.3,-0.1,0.8,0.7,0,,,,comeabl01
101,Blake Pietila,23,NJD,LW,10,0,0,0.1,0.1,0.03,0.4,0.9,0,1,1,0,3,0,8,0,-5,2.2,4.7,-2.5,-0.3,0,-0.3,0,,,,pietibl01
102,Blake Speers,20,NJD,C,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.9,0.7,0.3,-0.1,0,0,0,,,,speerbl01
103,Blake Wheeler,30,WPG,RW,82,27,0.32,0.59,0.9,0.33,0.57,3.16,29,53,82,30,103,30,85,16,6,57.1,40.5,16.6,6.5,1.7,8.2,3,0,3,0,wheelbl01
104,Bo Horvat,21,VAN,C,81,20,0.25,0.4,0.64,0.24,0.33,1.95,22,35,57,22,68,15,89,28,-7,47.1,48.6,-1.5,4,1.7,5.7,3,2,1,66.7,horvabo01
105,Bobby Farnham,28,MTL,RW,3,0,0,0,0,0,5.67,1.33,0,0,0,0,0,0,0,0,0,1.2,1.3,-0.2,-0.1,0,0,0,,,,farnhbo01
106,Bobby Ryan,29,OTT,RW,62,10,0.21,0.19,0.4,0.17,0.39,1.79,14,13,27,11,51,16,38,0,-3,29.1,29.9,-0.8,1.5,1,2.5,8,3,5,37.5,ryanbo01
107,Boo Nieves,23,NYR,C,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,0.1,1.1,-1,0,0,-0.1,0,,,,nievecr01
108,Boone Jenner,23,CBJ,C,82,14,0.22,0.2,0.41,0.18,0.63,2.57,20,17,37,16,57,3,49,9,14,47.5,52.7,-5.2,2.2,1.9,4.1,0,,,,jennebo01
109,Borna Rendulic,24,VAN,RW,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0.4,0,0,0,0,,,,rendubo01
110,Boyd Gordon,33,PHI,C,13,1,0.08,0,0.08,0.04,0.15,0.62,1,0,1,1,2,0,12,5,-5,2.6,3.2,-0.7,-0.1,-0.1,-0.2,0,,,,gordobo01
111,Bracken Kearns,35,NYI,C,2,0,0,0,0,0,1,1.5,0,0,0,0,0,0,1,0,-1,0.3,1,-0.7,-0.1,0,-0.1,0,,,,kearnbr01
112,Brad Hunt,28,TOT,D,12,2,0.08,0.42,0.5,0.16,0.17,1.17,1,5,6,2,12,3,10,0,-1,5.1,6.6,-1.5,0.6,0.3,0.9,0,,,,huntbr01
113,Brad Marchand,28,BOS,LW,80,35,0.49,0.58,1.06,0.43,1.01,2.83,43,50,93,37,115,39,68,11,18,58,40.7,17.3,9.8,2.8,12.6,4,2,2,50,marchbr03
114,Brad Richardson,31,ARI,RW,16,4,0.31,0.25,0.56,0.24,0.94,1.56,6,4,10,4,10,0,15,4,-1,4.7,6.7,-2,0.9,0.2,1.1,0,,,,richabr02
115,Braden Holtby,27,WSH,G,63,0,0,0,0,0,0,0.02,0,0,0,0,190,41,127,30,0,118.8,112.3,0,0,0,12.3,0,,,,holtbbr01
116,Brady Austin,23,BUF,D,5,0,0,0,0,0,0.8,1.6,0,0,0,0,3,0,3,0,0,3.8,3.4,0.4,-0.1,0.2,0.1,0,,,,austibr01
117,Brady Skjei,22,NYR,D,80,12,0.06,0.43,0.49,0.15,0.53,1.59,6,37,43,13,79,14,55,1,11,48.1,50.1,-2,3.1,3.3,6.4,0,,,,skjeibr01
118,Brandon Carlo,20,BOS,D,82,6,0.07,0.12,0.2,0.08,0.72,1.07,7,11,18,7,78,1,82,14,9,61.3,56.7,4.6,0.4,4.8,5.2,0,,,,carlobr01
119,Brandon Davidson,25,TOT,D,38,1,0,0.08,0.08,0.02,0.53,1.11,0,3,3,1,20,0,26,4,-2,20.4,20.6,-0.1,-0.4,1.1,0.7,0,,,,davidbr01
120,Brandon Dubinsky,30,CBJ,C,80,15,0.15,0.36,0.51,0.18,1.14,1.44,13,32,45,16,65,6,60,15,16,45.9,52,-6.1,2,2.1,4.1,0,,,,dubinbr01
121,Brandon Manning,26,PHI,D,65,4,0.05,0.14,0.18,0.06,1.28,1.29,3,10,13,4,36,1,56,9,-12,35.8,40,-4.2,0.2,1.9,2.1,0,,,,mannibr01
122,Brandon Montour,22,ANA,D,27,2,0.07,0.15,0.22,0.08,0.52,1.85,2,4,6,2,19,2,6,0,11,17.6,15.5,2.1,0.3,2,2.3,1,1,0,100,montobr01
123,Brandon Pirri,25,NYR,RW,60,7,0.13,0.17,0.3,0.12,0.42,1.6,9,11,20,8,41,17,32,0,-8,19,25.8,-6.8,0.8,0.3,1.1,1,0,1,0,pirribr01
124,Brandon Saad,24,CBJ,LW,82,21,0.29,0.35,0.65,0.26,0.1,2.56,27,32,59,23,71,9,41,2,23,51.2,39.1,12.1,4.8,2.4,7.2,0,,,,saadbr01
125,Brandon Sutter,27,VAN,C,81,14,0.21,0.21,0.42,0.17,0.15,1.98,19,19,38,16,53,17,72,15,-20,35.7,49.1,-13.4,1.5,1.2,2.7,3,1,2,33.3,suttebr03
126,Brandon Tanev,25,WPG,LW,51,2,0.04,0.04,0.08,0.03,0.51,1.06,2,2,4,2,9,0,28,13,-6,11.2,15.3,-4.2,-0.9,0.2,-0.6,0,,,,tanevbr01
127,Brayden McNabb,26,LAK,D,49,2,0.04,0.04,0.08,0.03,1.1,0.96,2,2,4,2,19,0,20,2,1,27.2,20.4,6.8,-0.3,2.2,2,0,,,,mcnabbr01
128,Brayden Point,20,TBL,C,68,16,0.26,0.32,0.59,0.23,0.21,1.79,20,24,44,17,74,27,45,3,4,36.5,35,1.5,3.1,1.5,4.7,7,5,2,71.4,pointbr01
129,Brayden Schenn,25,PHI,C,79,22,0.32,0.38,0.7,0.27,0.48,2.25,28,33,61,24,90,46,57,0,-13,39.4,36.5,2.9,4.9,1.2,6.2,2,0,2,0,schenbr01
130,Braydon Coburn,31,TBL,D,80,5,0.06,0.09,0.15,0.06,0.63,1.28,6,8,14,5,43,0,58,15,-1,44.9,46.1,-1.2,0.2,3,3.2,0,,,,coburbr01
131,Brendan Gallagher,24,MTL,RW,64,11,0.16,0.3,0.45,0.16,0.61,2.92,11,21,32,12,49,16,25,0,7,39.4,31.1,8.3,1.6,1.4,3,0,,,,gallabr01
132,Brendan Gaunce,22,VAN,LW,57,1,0,0.09,0.09,0.02,0.58,0.89,0,5,5,1,12,0,16,2,-2,17.6,19,-1.4,-1,0.6,-0.3,0,,,,gauncbr01
133,Brendan Guhle,19,BUF,D,3,0,0,0,0,0,0,1.33,0,0,0,0,2,0,1,0,1,1.5,1.6,-0.1,-0.1,0.2,0.1,0,,,,guhlebr01
134,Brendan Perlini,20,ARI,LW,57,9,0.25,0.12,0.37,0.17,0.35,1.61,15,8,23,10,34,9,30,1,-4,22.8,32.3,-9.5,1.5,0.8,2.3,3,2,1,66.7,perlibr01
135,Brendan Smith,27,TOT,D,51,3,0.06,0.12,0.18,0.06,1.24,1.22,3,6,9,3,38,5,43,10,1,31.2,32.9,-1.7,0.1,2.2,2.3,0,,,,smithbr05
136,Brenden Dillon,26,SJS,D,81,3,0.02,0.1,0.12,0.04,0.74,1.06,2,9,11,4,36,0,46,8,-2,50.1,41.2,8.9,-0.4,3,2.6,0,,,,dillobr01
137,Brent Burns,31,SJS,D,82,28,0.35,0.57,0.93,0.34,0.49,3.9,32,51,83,31,121,33,81,13,19,71.3,58.3,13,8.9,6.4,15.3,1,0,1,0,burnsbr01
138,Brent Seabrook,31,CHI,D,79,11,0.04,0.46,0.49,0.14,0.33,1.66,3,39,42,12,92,24,74,12,5,56,57.9,-1.9,2.5,3.5,6,0,,,,seabrbr01
139,Brett Connolly,24,WSH,RW,66,10,0.23,0.12,0.35,0.15,0.61,1.23,17,9,26,12,39,4,16,1,20,28.2,22,6.2,2.2,1.5,3.7,1,0,1,0,connobr01
140,Brett Kulak,23,CGY,D,21,1,0,0.14,0.14,0.04,0.57,0.9,0,3,3,1,8,0,12,1,-3,9.5,11.2,-1.6,-0.1,0.4,0.4,0,,,,kulakbr01
