Rk,Player,Age,Tm,Pos,GP,GC,G/GP,A/GP,PTS/GP,GC/GP,PIM/GP,S/GP,Adj G,Adj A,Adj PTS,Adj GC,TGF,PGF,TGA,PGA,+/-,xGF,xGA,E+/-,OPS,DPS,PS,Att.,Made,Miss,Pct.,PlayerID
142,Brandon Tanev,30,SEA,LW,30,6,0.3,0.2,0.5,0.21,0.43,1.7,9,6,15,7,19,2,17,4,4,13.9,12.8,1,1.1,0.7,1.8,0,,,,tanevbr01
143,Brayden McNabb,31,VEG,D,69,6,0.04,0.22,0.26,0.08,0.61,1.23,3,14,17,5,59,0,75,26,10,52.9,47.9,5,0.4,3.4,3.8,0,,,,mcnabbr01
144,Brayden Pachal,22,VEG,D,2,0,0,0,0,0,0,0.5,0,0,0,0,0,0,2,0,-2,1.4,0.4,0.9,0,-0.1,-0.1,0,,,,pachabr01
145,Brayden Point,25,TBL,C,66,23,0.42,0.45,0.88,0.35,0.5,2.67,27,29,56,23,112,41,76,0,-5,52.1,46.5,5.6,4.7,1.1,5.8,5,2,3,40,pointbr01
146,Brayden Schenn,30,STL,C,62,22,0.39,0.55,0.94,0.35,0.53,1.79,23,32,55,21,93,27,48,3,21,36.1,43.3,-7.1,4.7,1.8,6.5,1,0,1,0,schenbr01
147,Brayden Tracey,20,ANA,LW,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,0.3,0.7,-0.3,0,0,-0.1,0,,,,tracebr01
148,Brendan Gallagher,29,MTL,RW,56,8,0.13,0.3,0.43,0.15,1.23,2.54,7,16,23,8,45,9,43,0,-7,32.3,33.9,-1.6,0.7,0.7,1.4,0,,,,gallabr01
149,Brendan Gaunce,27,CBJ,C,30,3,0.17,0.07,0.23,0.11,0.4,1.47,5,2,7,3,11,0,9,0,2,11.2,10,1.1,0.5,0.3,0.8,0,,,,gauncbr01
150,Brendan Guhle,24,ANA,D,6,0,0,0,0,0,0,1,0,0,0,0,5,0,5,0,0,3.4,3.7,-0.4,-0.1,0.2,0.1,0,,,,guhlebr01
151,Brendan Lemieux,25,LAK,LW,50,6,0.16,0.1,0.26,0.12,1.94,1.3,8,5,13,6,23,0,23,1,1,24.5,19.1,5.4,0.6,0.7,1.3,0,,,,lemiebr01
152,Brendan Perlini,25,EDM,LW,23,2,0.17,0.04,0.22,0.11,0.26,1.04,4,1,5,2,6,0,8,0,-2,4.9,7.6,-2.7,0.3,0.1,0.4,0,,,,perlibr01
153,Brendan Smith,32,CAR,D,45,3,0.09,0.09,0.18,0.07,0.8,1.4,4,4,8,3,25,0,24,5,6,24.8,19.8,5,0.4,1.9,2.2,0,,,,smithbr05
154,Brenden Dillon,31,WPG,D,79,6,0.04,0.22,0.25,0.08,0.85,1.08,3,16,19,6,69,0,79,26,16,61.7,63.5,-1.8,0.4,4.1,4.5,0,,,,dillobr01
155,Brent Burns,36,SJS,D/RW,82,17,0.12,0.54,0.66,0.21,0.51,2.48,10,42,52,17,115,28,127,25,-15,65.6,73.3,-7.6,3.5,5,8.5,0,,,,burnsbr01
156,Brett Connolly,29,CHI,RW,9,0,0,0.11,0.11,0.03,1.67,0.67,0,1,1,0,2,1,4,0,-3,2.1,4.1,-2.1,-0.1,0,-0.1,0,,,,connobr01
157,Brett Howden,23,VEG,C,47,8,0.19,0.23,0.43,0.17,0.26,0.83,9,10,19,8,27,0,21,3,9,20.4,18.6,1.8,1.5,0.8,2.3,0,,,,howdebr01
158,Brett Kulak,28,TOT,D,74,7,0.07,0.22,0.28,0.1,0.61,1.24,5,15,20,7,57,0,69,8,-4,51.7,48.7,2.9,0.9,2.3,3.2,0,,,,kulakbr01
159,Brett Leason,22,WSH,RW,36,2,0.08,0.08,0.17,0.07,0.11,1.25,3,3,6,2,10,0,9,0,1,13.6,11.1,2.5,0,0.4,0.4,0,,,,leasobr01
160,Brett Murray,23,BUF,LW,19,2,0.11,0.21,0.32,0.12,1.21,0.74,2,4,6,2,9,1,11,0,-3,6.5,8.2,-1.7,0.1,0.2,0.3,0,,,,murrabr02
161,Brett Pesce,27,CAR,D,70,9,0.1,0.3,0.4,0.13,0.56,2.11,7,20,27,9,71,3,78,15,5,57.3,55.6,1.7,1.5,3.8,5.3,0,,,,pescebr01
162,Brett Ritchie,28,CGY,RW,41,2,0.07,0.02,0.1,0.05,0.71,1.34,3,1,4,2,14,1,19,0,-6,17.2,15.4,1.9,-0.4,0.2,-0.3,0,,,,ritchbr01
163,Brett Seney,25,TOR,LW,2,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.3,0.9,-0.6,0,0,0,0,,,,seneybr01
164,Brian Boyle,37,PIT,C,66,9,0.17,0.15,0.32,0.13,0.41,1.32,11,9,20,8,27,0,38,17,6,22.5,22.2,0.3,1.1,1,2.1,0,,,,boylebr01
165,Brian Dumoulin,30,PIT,D,76,6,0.04,0.2,0.24,0.07,0.32,1.2,3,14,17,5,82,0,74,16,24,65.9,66.3,-0.4,0,5.2,5.2,0,,,,dumoubr01
166,Brian Elliott,36,TBL,G,19,0,0,0,0,0,0,0,0,0,0,0,63,17,43,10,0,38.8,31.2,,0,0,3,0,,,,elliobr01
167,Brock Boeser,24,VAN,RW,71,19,0.32,0.32,0.65,0.27,0.28,2.75,22,22,44,18,83,37,51,0,-5,42.1,42,0.2,3.1,1.4,4.4,3,1,2,33.3,boesebr01
168,Brock McGinn,27,PIT,LW,64,9,0.19,0.16,0.34,0.14,0.22,1.55,12,9,21,9,31,0,43,12,0,31.7,32.7,-1,0.6,1.1,1.6,1,0,1,0,mcginbr01
169,Brock Nelson,30,NYI,C,72,26,0.51,0.31,0.82,0.37,0.46,2.38,36,21,57,25,83,24,68,4,-5,51.6,49.7,1.8,5.9,1.6,7.5,4,0,4,0,nelsobr01
170,Bryan Rust,29,PIT,RW,60,22,0.4,0.57,0.97,0.36,0.23,3,23,32,55,21,91,34,55,5,7,45.1,42.7,2.4,4.7,1.5,6.2,4,3,1,75,rustbr01
171,Bryce Kindopp,22,ANA,F,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.1,0.4,-0.3,0,0,0,0,,,,kindobr01
172,Buddy Robinson,30,ANA,RW,32,2,0.03,0.16,0.19,0.06,0.59,1.19,1,5,6,2,8,0,7,1,2,11.8,12.2,-0.5,-0.1,0.5,0.3,0,,,,robinbu01
173,C.J. Smith,27,CAR,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0.1,1,-0.8,0,0,-0.1,0,,,,smithcj01
174,C.J. Suess,27,WPG,LW,3,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0.5,0.8,-0.2,0,0,0,0,,,,frankcl01
175,Cal Clutterbuck,34,NYI,RW,59,6,0.1,0.15,0.25,0.1,0.17,1.25,6,9,15,6,18,0,40,16,-6,20.1,25.4,-5.3,-0.3,0.9,0.7,0,,,,cluttca01
176,Cale Fleury,23,SEA,D,9,0,0,0,0,0,0,0.44,0,0,0,0,4,0,8,1,-3,5.4,5,0.4,-0.2,0.1,-0.1,0,,,,fleurca01
177,Cale Makar,23,COL,D,77,31,0.36,0.75,1.12,0.4,0.34,3.12,27,55,82,30,163,51,75,11,48,73.7,56.7,17,8.5,6.8,15.3,1,1,0,100,makarca01
178,Caleb Jones,24,CHI,D,51,5,0.1,0.2,0.29,0.1,0.35,1.12,5,9,14,5,37,2,40,2,-3,29.9,32,-2,0.9,2,2.9,0,,,,jonesca01
179,Calen Addison,21,MIN,D,15,2,0.13,0.13,0.27,0.11,0.13,1.13,2,2,4,2,12,1,15,0,-4,9.4,7,2.3,0.3,0,0.3,0,,,,addisca01
180,Callan Foote,23,TBL,D,56,3,0.04,0.13,0.16,0.05,0.52,0.88,2,7,9,3,36,0,31,1,6,31.8,30.2,1.6,0.2,1.9,2.1,0,,,,footeca01
181,Calle Järnkrok,30,TOT,C,66,11,0.18,0.27,0.45,0.17,0.09,1.53,12,17,29,11,49,11,64,12,-14,31.6,31.5,0.1,1.1,0.9,1.9,0,,,,jarnkca01
182,Calle Rosén,27,STL,D,18,2,0.11,0.28,0.39,0.13,0.22,1,2,5,7,2,13,0,16,1,-2,12.6,10.7,1.8,0.5,0.3,0.8,0,,,,rosenca01
183,Calvin de Haan,30,CHI,D,69,3,0.06,0.06,0.12,0.05,0.48,1.55,4,4,8,3,40,0,80,19,-21,45.4,49.9,-4.5,-0.5,1.9,1.4,0,,,,dehaaca01
184,Calvin Petersen,27,LAK,G,37,0,0,0,0,0,0.05,0,0,0,0,0,104,17,105,23,0,76.8,71.4,,0,0,4.3,0,,,,peterca01
185,Calvin Pickard,29,DET,G,3,0,0,0,0,0,0,0,0,0,0,0,9,3,9,4,,5,4.4,,0,0,0.2,0,,,,pickaca01
186,Cam Atkinson,32,PHI,RW,73,20,0.32,0.37,0.68,0.27,0.14,2.95,22,26,48,19,74,12,85,21,-2,38.8,45.4,-6.6,3.4,1.7,5.1,3,0,3,0,atkinca01
187,Cam Dineen,23,ARI,D,34,2,0,0.21,0.21,0.06,0.12,1.53,0,7,7,2,15,1,34,4,-16,17.9,23.6,-5.7,0,0.1,0.1,0,,,,dineeca01
188,Cam Fowler,30,ANA,D,76,14,0.12,0.43,0.55,0.18,0.18,1.63,9,31,40,13,95,25,108,29,-9,61,60,1.1,2.6,4,6.6,0,,,,fowleca01
189,Cam Talbot,34,MIN,G,49,0,0,0.02,0.02,0.01,0.04,0,0,1,1,0,162,25,132,33,0,100.1,89.5,,0,0,8.9,0,,,,talboca01
190,Cameron Hillis,21,MTL,C,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.4,0.8,-0.4,0,0,0,0,,,,hillica01
191,Cameron York,21,PHI,D,30,4,0.1,0.23,0.33,0.12,0.2,1.1,3,7,10,4,25,6,36,3,-14,19,21.4,-2.5,0.6,0.3,0.8,0,,,,yorkca01
192,Carey Price,34,MTL,G,5,0,0,0,0,0,0,0,0,0,0,0,16,1,18,2,0,14.8,11.8,,0,0,0.4,0,,,,priceca01
193,Carl Dahlström,27,TOR,D,3,1,0,0.67,0.67,0.18,0.67,1.33,0,2,2,1,2,0,0,0,2,2,0.9,1.1,0.1,0.2,0.4,0,,,,dahlsca01
194,Carl Grundström,24,LAK,RW,54,7,0.17,0.11,0.28,0.12,0.48,1.54,9,6,15,7,20,0,16,0,4,20.3,22.1,-1.8,0.7,0.9,1.6,0,,,,grundca01
195,Carl Hagelin,33,WSH,LW,53,5,0.06,0.21,0.26,0.09,0.38,1.34,3,10,13,4,28,0,29,11,10,26.4,25.3,1.1,-0.4,1.2,0.8,0,,,,hagelca01
196,Carson Meyer,24,CBJ,RW,13,1,0.08,0.15,0.23,0.08,0.46,1,1,2,3,1,3,0,3,0,0,3.8,5,-1.3,0.1,0.1,0.2,0,,,,meyerca01
197,Carson Soucy,27,SEA,D,64,8,0.16,0.17,0.33,0.13,0.73,1.52,10,10,20,8,57,5,59,14,7,39.9,35.2,4.7,1.6,3.1,4.7,0,,,,soucyca01
198,Carter Hart,23,PHI,G,45,0,0,0.02,0.02,0.01,0,0,0,1,1,0,104,12,137,31,0,84.6,91.6,,0,0,7.7,0,,,,hartca01
199,Carter Hutton,36,ARI,G,3,0,0,0,0,0,0,0,0,0,0,0,5,2,15,4,0,4.1,4.6,,0,0,-0.7,0,,,,huttoca01
200,Carter Rowney,32,DET,RW,26,3,0.15,0.08,0.23,0.1,0,0.58,4,2,6,3,12,0,18,2,-4,6.7,9.6,-2.9,0.2,0.2,0.4,0,,,,rowneca01
201,Carter Verhaeghe,26,FLA,C,78,21,0.31,0.4,0.71,0.27,0.62,2.14,23,29,52,20,77,6,50,3,24,66.9,46,20.9,4.1,1.7,5.8,0,,,,verhaca01
202,Casey Cizikas,30,NYI,C,74,7,0.14,0.08,0.22,0.1,0.65,1.23,10,6,16,7,28,0,44,14,-3,23.8,34.4,-10.6,-0.3,1.3,1,0,,,,cizikca01
203,Casey DeSmith,30,PIT,G,26,0,0,0,0,0,0,0,0,0,0,0,72,14,66,14,0,54.5,50.6,,0,0,4.8,0,,,,desmica01
204,Casey Fitzgerald,24,BUF,D,36,2,0,0.17,0.17,0.05,1,1.14,0,6,6,2,20,0,44,5,-19,21.7,25,-3.3,-0.2,0.1,-0.1,0,,,,fitzgca01
205,Casey Mittelstadt,23,BUF,C,40,7,0.15,0.33,0.48,0.17,0.1,1.98,6,12,18,7,32,12,37,3,-14,20.8,22.5,-1.7,0.7,0.3,1,2,0,2,0,mitteca01
206,Cayden Primeau,22,MTL,G,12,0,0,0,0,0,0,0,0,0,0,0,15,3,40,7,0,18,21.9,,0,0,0.5,0,,,,primeca01
207,Cédric Paquette,28,MTL,C,24,1,0,0.08,0.08,0.02,1.04,0.67,0,2,2,1,3,0,21,12,-6,6.6,6.5,0,-0.4,0,-0.4,0,,,,paquece01
208,Chad Ruhwedel,31,PIT,D,78,5,0.05,0.12,0.17,0.06,0.18,1.05,4,9,13,5,48,0,59,13,2,51.4,39.2,12.1,0.1,2.6,2.8,0,,,,ruhwech01
209,Chandler Stephenson,27,VEG,C,79,23,0.27,0.54,0.81,0.3,0.33,1.58,20,41,61,22,100,22,89,16,5,59.8,50.6,9.2,4.1,1.8,5.9,4,0,4,0,stephch02
210,Charlie Coyle,29,BOS,C/RW,82,16,0.2,0.34,0.54,0.2,0.39,1.6,15,27,42,16,73,17,78,16,-6,51.9,41.2,10.6,1.8,1.6,3.4,4,2,2,50,coylech01
211,Charlie Lindgren,28,STL,G,5,0,0,0,0,0,0,0,0,0,0,0,19,5,5,0,0,9.9,7.5,,0,0,1.3,0,,,,lindgch01
212,Charlie McAvoy,24,BOS,D,78,18,0.13,0.59,0.72,0.23,0.85,2.13,10,44,54,17,127,36,77,17,31,82.4,50.9,31.5,4,6.8,10.8,1,0,1,0,mcavoch01
213,Chase De Leo,26,NJD,C,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,0.5,0.2,0.3,0,0,-0.1,0,,,,deleoch01
214,Chase Pearson,24,DET,C,3,0,0,0,0,0,0,0.67,0,0,0,0,1,0,1,0,0,1,0.9,0.1,-0.1,0,0,0,,,,pearsch01
215,Chase Priskie,25,FLA,D,4,0,0,0,0,0,0.5,1,0,0,0,0,4,0,2,0,2,,,0.1,-0.1,0.2,0.1,0,,,,priskch01
216,Chris Driedger,27,SEA,G,27,0,0,0,0,0,0.15,0,0,0,0,0,70,7,73,22,0,44.6,48.5,,0,0,3.4,0,,,,driedch01
217,Chris Kreider,30,NYR,LW,81,35,0.64,0.31,0.95,0.43,0.3,3.19,51,24,75,34,118,52,62,15,19,49.4,44.3,5.1,8.1,2.6,10.8,3,1,2,33.3,kreidch01
218,Chris Tanev,32,CGY,D,82,9,0.07,0.27,0.34,0.11,0.27,1.07,6,21,27,9,85,0,78,28,35,63.7,52.1,11.6,1.2,5.7,6.9,0,,,,tanevch01
219,Chris Tierney,27,OTT,C,70,7,0.09,0.17,0.26,0.09,0.2,1.03,6,11,17,6,31,8,36,1,-12,29.3,32.1,-2.8,-0.1,0.7,0.7,0,,,,tiernch01
220,Chris Wagner,30,BOS,C,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,-1,0.5,0.7,-0.2,0,0,-0.1,0,,,,wagnech01
221,Chris Wideman,32,MTL,D,64,8,0.06,0.36,0.42,0.13,1.05,1.19,4,22,26,8,49,20,54,0,-25,30.5,33.4,-2.9,1.8,0.1,1.9,0,,,,widemch01
222,Christian Dvorak,25,MTL,C,56,12,0.2,0.39,0.59,0.21,0.43,1.55,11,21,32,12,52,15,65,9,-19,28.7,36,-7.3,1.6,0.5,2,1,0,1,0,dvorach01
223,Christian Fischer,24,ARI,RW,53,4,0.09,0.09,0.19,0.08,0.26,1.43,5,5,10,4,14,2,32,5,-15,19.9,27.8,-7.9,-0.5,0.3,-0.2,0,,,,fischch01
224,Christián Jaroš,25,NJD,D,11,0,0,0,0,0,0.18,0.82,0,0,0,0,2,0,6,0,-4,4.6,4.4,0.2,-0.1,0,-0.2,0,,,,jarosch01
225,Christian Wolanin,26,TOT,D,9,1,0.11,0.11,0.22,0.09,0.22,0.56,1,1,2,1,4,0,6,1,-1,5.1,6.1,-0.9,0.1,0.2,0.4,0,,,,wolanch01
226,Clark Bishop,25,OTT,C,9,0,0,0.11,0.11,0.03,0.67,0.89,0,1,1,0,1,0,4,0,-3,2.3,3.7,-1.4,-0.1,0,-0.1,0,,,,bishocl01
227,Claude Giroux,34,TOT,C/LW,75,23,0.28,0.59,0.87,0.31,0.35,2.73,20,42,62,22,90,31,76,12,-5,52.9,40.9,12,4.4,1.5,5.9,0,,,,giroucl01
228,Clayton Keller,23,ARI,C,67,25,0.42,0.52,0.94,0.37,0.42,2.64,27,33,60,24,86,18,74,9,3,41.1,51.3,-10.2,5,1.7,6.7,5,0,5,0,kellecl01
229,Cody Ceci,28,EDM,D,78,9,0.06,0.29,0.36,0.11,0.18,1.31,5,22,27,9,74,0,89,23,8,64.8,60.3,4.6,1.2,3.6,4.7,0,,,,cecico01
230,Cody Eakin,30,BUF,C,69,4,0.06,0.12,0.17,0.06,0.32,1.07,4,8,12,4,25,2,52,14,-15,24.4,34.6,-10.3,-1,0.7,-0.4,0,,,,eakinco01
231,Cody Glass,22,NSH,C,8,0,0,0.13,0.13,0.03,0,1.13,0,1,1,0,2,1,1,0,0,3.6,3.4,0.3,-0.2,0.1,-0.1,0,,,,glassco01
232,Cole Caufield,21,MTL,RW,67,18,0.34,0.3,0.64,0.27,0.15,2.81,22,19,41,17,65,17,72,0,-24,38.4,47.5,-9.2,3.3,0.5,3.7,5,2,3,40,caufico01
233,Cole Perfetti,20,WPG,C,18,2,0.11,0.28,0.39,0.14,0,1.17,2,5,7,2,8,1,6,0,1,9.8,9.4,0.3,0.2,0.3,0.5,0,,,,perfeco01
234,Cole Reinhardt,21,OTT,LW,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.1,0.9,-0.8,0,0,0,0,,,,reinhco01
235,Cole Schwindt,20,FLA,RW,3,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,-4,1.7,1.8,-0.1,-0.1,-0.1,-0.2,0,,,,schwico01
236,Cole Sillinger,18,CBJ,C,79,13,0.2,0.19,0.39,0.16,0.47,1.87,15,14,29,12,43,4,68,7,-22,37.3,47.2,-9.9,1.5,0.3,1.8,0,,,,sillico01
237,Cole Smith,26,NSH,F,8,0,0,0,0,0,0,0.38,0,0,0,0,1,0,5,1,-3,2.4,2.9,-0.5,-0.2,0,-0.2,0,,,,smithco02
238,Colin Blackwell,28,TOT,C,58,8,0.17,0.17,0.34,0.14,0.24,1.33,10,10,20,8,30,2,36,8,0,22.5,22.6,-0.1,0.9,0.9,1.8,0,,,,blackco01
239,Colin Miller,29,BUF,D,38,4,0.05,0.32,0.37,0.12,0.55,1.26,2,11,13,4,40,8,37,3,-2,21.1,25.7,-4.6,0.7,1.6,2.2,0,,,,milleco02
240,Colin White,25,OTT,C,24,4,0.13,0.29,0.42,0.15,0.17,1.96,3,7,10,4,20,11,20,0,-11,11.1,13,-1.8,0.2,0.1,0.3,0,,,,whiteco02
241,Collin Delia,27,CHI,G,8,0,0,0,0,0,0,0,0,0,0,0,9,1,22,4,0,11.5,12.8,,0,0,1,0,,,,deliaco01
242,Colton Parayko,28,STL,D,80,11,0.08,0.36,0.44,0.14,0.23,1.69,6,28,34,11,108,5,103,16,16,68.4,75.1,-6.7,1.6,4.4,5.9,0,,,,parayco01
243,Colton Sceviour,32,EDM,C/RW,35,2,0.06,0.09,0.14,0.05,0.74,1.09,2,3,5,2,10,0,26,10,-6,8.7,11,-2.3,-0.2,0.1,-0.1,0,,,,scevico01
244,Colton Sissons,28,NSH,C,79,9,0.09,0.27,0.35,0.12,0.38,1.1,7,20,27,9,46,5,71,32,2,35.8,40.7,-4.9,-0.2,1.5,1.3,0,,,,sissoco01
245,Colton White,24,NJD,D,27,1,0,0.15,0.15,0.04,0.3,0.67,0,4,4,1,17,0,17,2,2,15.6,15.4,0.2,-0.1,0.9,0.9,0,,,,whiteco03
246,Connor Brown,28,OTT,RW,64,13,0.16,0.45,0.61,0.21,0.16,1.89,10,28,38,13,58,11,82,20,-15,42.8,43.2,-0.4,1.2,1.2,2.4,0,,,,brownco02
247,Connor Bunnaman,23,PHI,F,15,0,0,0,0,0,0.27,0.67,0,0,0,0,1,0,10,2,-7,4,5.4,-1.4,-0.4,-0.1,-0.5,0,,,,bunnaco01
248,Connor Clifton,26,BOS,D,60,3,0.03,0.13,0.17,0.05,0.53,1.33,2,8,10,3,35,0,45,8,-2,37.8,28,9.8,0,2.1,2.1,0,,,,cliftco01
249,Connor Dewar,22,MIN,C,35,2,0.06,0.11,0.17,0.06,0.71,1.26,2,4,6,2,11,1,15,1,-4,11.5,9.9,1.6,-0.2,0.1,-0.1,0,,,,dewarco01
250,Connor Hellebuyck,28,WPG,G,66,1,0,0.03,0.03,0.01,0,0,0,2,2,1,194,40,193,44,0,142.6,148.2,,0,0,12.7,0,,,,helleco01
251,Connor Ingram,24,NSH,G,3,0,0,0,0,0,0,0,0,0,0,0,11,3,11,1,,6,5.3,,0,0,0.2,0,,,,ingraco01
252,Connor Mackey,25,CGY,D,3,0,0,0.33,0.33,0.09,0.67,1.33,0,1,1,0,1,0,2,0,-1,1.5,1.4,0.2,0,0,0,0,,,,mackeco01
253,Connor McDavid,25,EDM,C,80,45,0.55,0.99,1.54,0.56,0.56,3.93,43,75,118,44,151,53,71,1,28,84.8,61.2,23.6,11.1,2.8,14,5,3,2,60,mcdavco01
254,Connor McMichael,21,WSH,C,68,7,0.13,0.13,0.26,0.11,0.15,1.54,9,9,18,7,27,0,30,0,-3,33.5,25.7,7.8,0.7,0.7,1.3,0,,,,mcmicco01
255,Connor Murphy,28,CHI,D,57,4,0.07,0.11,0.18,0.07,0.82,1.25,4,6,10,4,43,0,73,16,-14,36.7,45.1,-8.5,-0.2,2.2,2,0,,,,murphco02
256,Conor Garland,25,VAN,RW,77,19,0.25,0.43,0.68,0.25,0.47,2.64,18,31,49,18,72,6,49,0,18,54.8,45.7,9.1,3.4,2.1,5.6,4,0,4,0,garlaco01
257,Conor Sheary,29,WSH,LW,71,17,0.27,0.34,0.61,0.24,0.2,1.82,18,23,41,16,58,13,48,1,-2,38.8,40,-1.2,3.1,1.1,4.2,0,,,,shearco01
258,Conor Timmins,23,ARI,D,6,0,0,0,0,0,0,0.83,0,0,0,0,3,0,14,5,-6,3.6,4.1,-0.5,-0.1,-0.2,-0.3,0,,,,timmico01
259,Cooper Marody,25,EDM,C,1,0,0,1,1,0.27,0,1,0,1,1,0,1,0,1,0,0,0.3,0.1,0.3,0.1,0,0.1,0,,,,marodco01
260,Corey Perry,36,TBL,RW,82,16,0.23,0.26,0.49,0.19,0.8,1.87,18,20,38,15,64,18,37,0,9,44.4,33.2,11.2,2.6,1.5,4.1,3,0,3,0,perryco01
261,Corey Schueneman,26,MTL,D,24,2,0.08,0.17,0.25,0.09,0.33,1.25,2,4,6,2,11,1,17,2,-5,14.5,19.3,-4.8,0.3,0.4,0.7,0,,,,schueco01
262,Cory Schneider,35,NYI,G,1,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,2.2,2.7,,0,0,0.1,0,,,,schneco01
263,Craig Anderson,40,BUF,G,31,0,0,0.03,0.03,0.01,0,0,0,1,1,0,97,18,97,13,0,64.8,68.3,,0,0,4.3,0,,,,andercr01
264,Craig Smith,32,BOS,C,74,14,0.22,0.27,0.49,0.19,0.38,2.53,15,19,34,13,55,10,43,0,2,45.9,33.1,12.7,2,1.4,3.4,1,0,1,0,smithcr01
265,Curtis Lazar,26,BOS,C/RW,70,6,0.11,0.11,0.23,0.09,0.23,1.36,8,8,16,7,24,0,38,12,-2,28.8,22.7,6,0,1,1,0,,,,lazarcu01
266,Dakota Joshua,25,STL,C,30,3,0.1,0.17,0.27,0.1,0.53,1.03,3,5,8,3,15,0,9,0,6,12.2,7.9,4.4,0.3,0.5,0.8,0,,,,joshuda01
267,Dakota Mermis,28,MIN,D,2,0,0,0,0,0,0,0.5,0,0,0,0,3,0,1,0,2,1.3,1.3,0,0,0.2,0.1,0,,,,mermida01
268,Damon Severson,27,NJD,D,80,15,0.14,0.44,0.58,0.19,0.71,1.98,11,33,44,15,90,20,106,22,-14,63.4,60.1,3.3,3.2,3.1,6.3,3,1,2,33.3,severda01
269,Dan Renouf,27,DET,D,4,0,0,0,0,0,1.75,0.75,0,0,0,0,3,0,5,0,-2,2,2.8,-0.8,-0.1,0,-0.1,0,,,,renouda01
270,Daniel Sprong,24,TOT,RW,63,9,0.22,0.1,0.32,0.15,0.13,2.43,14,6,20,9,35,4,31,0,0,33,32.2,0.7,1,0.9,2,0,,,,spronda01
271,Daniel Vladař,24,CGY,G,23,0,0,0.04,0.04,0.01,0,0,0,1,1,0,71,11,57,13,0,45.1,36.1,,0,0,3.3,0,,,,vladada01
272,Daniil Miromanov,24,VEG,D/RW,11,0,0,0.09,0.09,0.02,0.18,1.36,0,1,1,0,5,0,5,0,0,5,4.9,0.1,0,0.2,0.2,0,,,,miromda01
273,Daniil Tarasov,22,CBJ,G,4,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,4.3,9.3,,0,0,1,0,,,,tarasda02
274,Danny DeKeyser,31,DET,D,59,3,0,0.19,0.19,0.05,0.44,0.97,0,10,10,3,38,0,62,16,-8,34.9,48.9,-14,-0.3,1.8,1.5,0,,,,dekeyda01
275,Danny O'Regan,28,ANA,C,5,0,0,0.2,0.2,0.05,0,0.4,0,1,1,0,1,0,2,0,-1,1.1,2.7,-1.6,0,0,0,0,,,,oregada01
276,Dante Fabbro,23,NSH,D,66,7,0.05,0.32,0.36,0.11,0.36,1.33,3,20,23,7,65,0,64,12,13,48.5,47.4,1.1,1,3.5,4.5,0,,,,fabbrda01
277,Danton Heinen,26,PIT,C/LW,76,14,0.24,0.2,0.43,0.18,0.21,1.82,17,14,31,13,50,4,40,0,6,41.8,33.9,7.9,2.2,1.3,3.5,0,,,,heineda01
278,Darcy Kuemper,31,COL,G,57,0,0,0,0,0,0.04,0.02,0,0,0,0,196,48,138,33,0,113.8,107.5,,0,0,12.3,0,,,,kuempda01
279,Darnell Nurse,26,EDM,D,71,12,0.13,0.37,0.49,0.17,0.76,2.86,9,25,34,12,102,14,97,27,18,72.8,65.1,7.7,2,4.6,6.6,0,,,,nurseda01
280,Darren Helm,35,COL,C/LW,68,6,0.1,0.12,0.22,0.09,0.21,1.37,7,8,15,6,22,0,40,13,-5,21.5,23.4,-2,0.1,0.4,0.6,0,,,,helmda01
281,Darren Raddysh,25,TBL,D,4,0,0,0,0,0,0,0.5,0,0,0,0,2,0,1,0,1,1.3,1.3,0,-0.1,0.2,0.1,0,,,,raddyda01
282,David Gustafsson,21,WPG,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,,,,gustada01
283,David Kämpf,27,TOR,C,82,10,0.13,0.18,0.32,0.12,0.24,1.24,11,14,25,10,54,1,65,24,12,42,39.1,3,0.1,1.6,1.6,0,,,,kampfda01
284,David Pastrňák,25,BOS,RW,72,31,0.56,0.51,1.07,0.44,0.28,4.33,39,35,74,31,110,41,58,2,13,56.1,38.3,17.9,7.5,2.2,9.7,3,1,2,33.3,pastrda01
285,David Perron,33,STL,LW,67,22,0.4,0.45,0.85,0.33,0.72,2.64,26,29,55,22,79,35,36,0,8,40.1,36.8,3.3,4.8,1.4,6.2,3,1,2,33.3,perroda01
286,David Rittich,29,NSH,G,17,0,0,0,0,0,0.12,0.06,0,0,0,0,46,10,49,11,0,26.7,31.1,,0,0,1.5,0,,,,rittida01
