Rk,Player,Age,Tm,Pos,GP,GC,G/GP,A/GP,PTS/GP,GC/GP,PIM/GP,S/GP,Adj G,Adj A,Adj PTS,Adj GC,TGF,PGF,TGA,PGA,+/-,xGF,xGA,E+/-,OPS,DPS,PS,Att.,Made,Miss,Pct.,PlayerID
1,A.J. Greer,22,COL,LW,15,1,0.07,0.07,0.13,0.05,0.93,0.6,1,1,2,1,2,0,4,0,-2,3.1,3.7,-0.6,0,0,0.1,0,,,,greeraj01
2,Aaron Dell,29,SJS,G,25,0,0,0,0,0,0,0,0,0,0,0,77,21,70,17,0,49.4,43.6,,0,0,1.9,0,,,,dellaa01
3,Aaron Ekblad,22,FLA,D,82,13,0.16,0.29,0.45,0.16,0.57,2.2,13,24,37,14,113,17,119,24,1,68.9,69.5,-0.6,2.6,4.2,6.8,0,,,,ekblaaa01
4,Adam Clendening,26,CBJ,D,4,0,0,0,0,0,0,0.75,0,0,0,0,2,0,2,1,1,1.6,2.5,-0.9,-0.1,0.2,0.1,0,,,,clendad01
5,Adam Cracknell,33,ANA,RW,2,0,0,0,0,0,0,1.5,0,0,0,0,0,0,1,0,-1,0.5,1.3,-0.8,-0.1,0,-0.1,0,,,,crackad01
6,Adam Erne,23,TBL,LW,65,7,0.11,0.2,0.31,0.11,0.62,1.08,7,13,20,7,34,4,21,1,10,23.5,24.5,-1,0.8,1,1.7,0,,,,ernead01
7,Adam Gaudette,22,VAN,C,56,5,0.09,0.13,0.21,0.08,0.32,0.98,5,7,12,5,24,7,25,0,-8,16.3,24.8,-8.5,0,0.5,0.5,0,,,,gaudead01
8,Adam Henrique,28,ANA,C,82,16,0.22,0.29,0.51,0.2,0.29,1.49,18,24,42,16,68,23,60,10,-5,40.6,42.3,-1.7,2.3,1.6,4,0,,,,henriad01
9,Adam Johnson,24,PIT,C,6,1,0,0.33,0.33,0.09,0,0.5,0,2,2,1,3,0,1,0,2,2,1.4,0.6,0.1,0.1,0.2,0,,,,johnsad01
10,Adam Larsson,26,EDM,D,82,6,0.04,0.21,0.24,0.08,0.54,1.43,3,17,20,6,54,1,107,26,-28,61.3,68.4,-7.1,0.2,1.7,1.8,0,,,,larssad01
11,Adam Lowry,25,WPG,LW,78,9,0.15,0.14,0.29,0.12,0.42,1.35,12,11,23,10,38,0,49,17,6,33.5,34.8,-1.3,0.3,1.4,1.8,0,,,,lowryad01
12,Adam McQuaid,32,TOT,D,50,3,0.06,0.08,0.14,0.05,0.84,0.56,3,4,7,3,30,0,38,10,2,25.7,28.9,-3.1,0.1,1.8,1.9,0,,,,mcquaad01
13,Adam Pelech,24,NYI,D,78,7,0.06,0.21,0.27,0.09,0.31,1.41,5,16,21,7,58,0,54,18,22,52.9,49.2,3.7,0.9,5.1,5.9,0,,,,pelecad01
14,Adin Hill,22,ARI,G,13,0,0,0,0,0,0,0,0,0,0,0,37,7,32,5,0,20.2,21.8,,0,0,1.5,0,,,,hillad01
15,Adrian Kempe,22,LAK,LW,81,11,0.15,0.2,0.35,0.14,0.62,1.46,12,16,28,11,40,6,46,2,-10,37.6,36.5,1.1,0.8,1.2,2,5,1,4,20,kempead01
16,Alan Quine,25,CGY,C,13,2,0.23,0.15,0.38,0.16,0.46,0.85,3,2,5,2,5,1,4,0,0,4,4.2,-0.2,0.4,0.1,0.6,0,,,,quineal01
17,Alec Martinez,31,LAK,D,60,6,0.07,0.23,0.3,0.1,0.13,1.3,4,14,18,6,53,2,65,12,-2,41.8,46.7,-4.9,0.7,3.1,3.8,0,,,,martial01
18,Aleksander Barkov,23,FLA,C,82,35,0.43,0.74,1.17,0.43,0.1,2.51,35,61,96,36,144,55,115,23,-3,60.2,59.8,0.4,7.9,2.1,10,10,3,7,30,barkoal01
19,Alex Biega,30,VAN,D,41,5,0.05,0.34,0.39,0.12,0.54,2.22,2,14,16,5,33,1,33,1,0,28,28.5,-0.6,1,1.8,2.7,0,,,,biegaal01
20,Alex Chiasson,28,EDM,RW,73,16,0.3,0.22,0.52,0.22,0.44,1.68,22,16,38,16,73,31,49,6,-1,36.6,40.3,-3.7,2.6,1.4,4,3,1,2,33.3,chiasal01
21,Alex DeBrincat,21,CHI,RW,82,31,0.5,0.43,0.93,0.38,0.18,2.68,41,35,76,32,114,38,76,0,0,50.8,55.2,-4.4,7.6,1.2,8.8,2,1,1,50,debrial01
22,Alex Formenton,19,OTT,LW,9,1,0.11,0,0.11,0.06,0.67,1.78,1,0,1,1,3,0,6,1,-2,2.6,4.2,-1.6,-0.1,0,-0.1,0,,,,formeal01
23,Alex Galchenyuk,24,ARI,C,72,17,0.26,0.31,0.57,0.23,0.47,2.21,19,22,41,16,56,27,48,0,-19,34.5,42.2,-7.7,3.1,1,4.1,6,3,3,50,galchal01
24,Alex Goligoski,33,ARI,D,76,8,0.04,0.32,0.36,0.11,0.21,1.34,3,24,27,8,70,14,72,10,-7,55.4,55.4,0,1.2,3.9,5.1,0,,,,goligal01
25,Alex Iafallo,25,LAK,C,82,13,0.18,0.22,0.4,0.16,0.27,1.8,15,18,33,13,56,9,68,4,-17,40.9,52.3,-11.4,1,1.2,2.3,3,0,3,0,iafalal01
26,Alex Killorn,29,TBL,C/LW,82,16,0.22,0.27,0.49,0.19,0.55,1.87,18,22,40,16,69,13,49,15,22,43.1,35.1,8,2.4,1.9,4.3,0,,,,killoal01
27,Alex Lyon,26,PHI,G,2,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,2,1.6,,0,0,-0.2,0,,,,lyonal01
28,Alex Nedeljkovic,23,CAR,G,1,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,2.3,1,,0,0,0.2,0,,,,nedelal01
29,Alex Ovechkin,33,WSH,LW,81,37,0.63,0.47,1.1,0.46,0.49,4.17,52,38,90,39,138,47,85,0,7,54.7,63.1,-8.4,9.2,1.8,11,4,2,2,50,ovechal01
30,Alex Pietrangelo,29,STL,D,71,15,0.18,0.39,0.58,0.21,0.31,2.37,13,28,41,15,101,28,92,21,2,64.5,56.4,8.1,3.3,4,7.3,0,,,,pietral01
31,Alex Stalock,31,MIN,G,21,1,0,0.1,0.1,0.03,0.19,0,0,2,2,1,37,8,53,15,0,39.8,29.2,,0,0,2.3,0,,,,staloal01
32,Alex Tuch,22,VEG,RW,74,20,0.27,0.43,0.7,0.27,0.11,2.43,20,32,52,20,80,20,47,0,13,53.2,43.3,9.9,4,1.9,5.9,2,1,1,50,tuchal01
33,Alexandar Georgiev,22,NYR,G,33,1,0,0.06,0.06,0.02,0.06,0,0,2,2,1,89,11,91,14,0,57.9,73.4,,0,0,6.3,0,,,,georgal01
34,Alexander Edler,32,VAN,D,56,12,0.18,0.43,0.61,0.22,0.96,2.29,10,24,34,12,74,24,61,14,3,36,37.9,-1.9,2.8,3.6,6.4,1,0,1,0,edleral01
35,Alexander Kerfoot,24,COL,C,78,16,0.19,0.35,0.54,0.2,0.49,1.49,15,27,42,16,61,21,49,1,-9,42.9,37.3,5.6,2.5,0.9,3.4,0,,,,kerfoal01
36,Alexander Nylander,20,BUF,LW,12,2,0.17,0.17,0.33,0.14,0.33,1.33,2,2,4,2,6,2,7,0,-4,5.1,6.6,-1.5,0.2,0,0.2,0,,,,nylanal01
37,Alexander Petrovic,26,TOT,D,35,1,0,0.06,0.06,0.02,0.74,1.34,0,2,2,1,11,0,32,6,-15,16.9,23.8,-6.9,-0.5,0.1,-0.4,0,,,,petroal01
38,Alexander Radulov,32,DAL,RW,70,27,0.41,0.61,1.03,0.39,0.77,2.99,29,43,72,28,105,34,50,1,22,61.9,47.2,14.6,6.2,2.8,9.1,3,0,3,0,radulal01
39,Alexander Steen,34,STL,C,65,10,0.15,0.26,0.42,0.15,0.22,1.75,10,17,27,10,46,11,45,12,2,32,27.5,4.5,0.8,1.4,2.2,1,0,1,0,steenal01
40,Alexander Wennberg,24,CBJ,C,75,7,0.03,0.31,0.33,0.1,0.16,0.85,2,23,25,7,51,11,48,6,-1,36.7,39.5,-2.8,-0.4,1.2,0.8,0,,,,wennbal01
41,Alexandre Fortin,21,CHI,LW,24,2,0.13,0.13,0.25,0.1,0.08,1.21,3,3,6,2,8,0,17,3,-6,11,13,-2,0.2,0,0.2,0,,,,fortial01
42,Alexandre Texier,19,CBJ,C,2,1,0.5,0,0.5,0.28,0,3,1,0,1,1,3,0,0,0,3,1.2,1,0.2,0.1,0.1,0.3,0,,,,texieal01
43,Anders Bjork,22,BOS,LW,20,1,0.05,0.1,0.15,0.05,0.1,0.9,1,2,3,1,8,4,6,1,-1,6,7.4,-1.4,-0.3,0.3,0,0,,,,bjorkan01
44,Anders Lee,28,NYI,LW,82,22,0.34,0.28,0.62,0.26,0.71,2.49,28,23,51,22,86,24,42,0,20,55.8,49.6,6.2,4.1,2.4,6.5,0,,,,leean01
45,Anders Nilsson,28,TOT,G,36,0,0,0.03,0.03,0.01,0,0,0,1,1,0,91,17,100,21,0,68.7,73.1,,0,0,5.9,0,,,,nilssan01
46,André Burakovsky,23,WSH,LW,76,10,0.16,0.17,0.33,0.13,0.18,1.32,12,13,25,10,36,1,32,0,2,31.1,33.5,-2.4,1.3,0.8,2.2,0,,,,burakan01
47,Andreas Athanasiou,24,DET,C,76,23,0.39,0.32,0.71,0.3,0.5,2.84,30,24,54,23,72,21,62,1,-9,42.9,50.5,-7.5,4.8,1.1,5.9,2,2,0,100,athanan01
48,Andreas Englund,23,OTT,D,3,0,0,0,0,0,3.33,0.67,0,0,0,0,1,0,3,0,-2,1.2,0.8,0.5,0,-0.1,-0.1,0,,,,engluan01
49,Andreas Johnsson,24,TOR,LW,73,17,0.27,0.32,0.59,0.23,0.44,1.78,20,23,43,17,64,10,41,0,14,42.4,37.8,4.5,3.6,1.4,4.9,0,,,,johnsan01
50,Andreas Martinsen,28,CHI,LW,24,1,0.04,0.13,0.17,0.06,0.58,0.88,1,3,4,1,6,0,14,3,-5,6,10.2,-4.1,0,0,-0.1,0,,,,martian01
51,Andrei Svechnikov,18,CAR,RW,82,16,0.24,0.21,0.45,0.19,0.76,2.3,20,17,37,16,62,15,47,0,0,57,38.3,18.7,2.5,1.4,3.9,0,,,,svechan01
52,Andrei Vasilevskiy,24,TBL,G,53,1,0,0.06,0.06,0.02,0.11,0,0,3,3,1,197,45,128,24,0,112.2,112,,0,0,12.4,0,,,,vasilan02
53,Andrej Sekera,32,EDM,D,24,1,0,0.17,0.17,0.05,0.25,1.17,0,4,4,1,20,1,19,3,3,14.4,14.3,0.2,-0.1,1.1,1,0,,,,sekeran01
54,Andrej Šustr,28,ANA,D,5,0,0,0,0,0,1.2,1.2,0,0,0,0,1,0,2,1,0,1.7,2.7,-1,-0.1,0.2,0.1,0,,,,sustran01
55,Andrew Agozzino,28,COL,LW,11,1,0.09,0.09,0.18,0.07,0,1,1,1,2,1,3,0,2,1,2,3.1,3,0.1,0.1,0.2,0.2,0,,,,agozzan01
56,Andrew Cogliano,31,TOT,LW/C,78,6,0.08,0.14,0.22,0.08,0.28,1.36,6,11,17,6,25,1,33,10,1,31.9,36.8,-4.9,-0.4,1.4,1,0,,,,coglian01
57,Andrew Copp,24,WPG,C,69,10,0.16,0.2,0.36,0.14,0.09,1.19,11,14,25,10,39,0,32,13,20,29.3,26.9,2.5,1.3,1.6,2.9,0,,,,coppan01
58,Andrew Ladd,33,NYI,LW,26,4,0.12,0.31,0.42,0.15,0.62,1.31,3,8,11,4,15,0,13,1,3,12.3,13.9,-1.6,0.4,0.5,1,0,,,,laddan01
59,Andrew MacDonald,32,PHI,D,47,2,0,0.19,0.19,0.05,0.38,0.87,0,9,9,2,33,1,47,10,-5,23.9,29.2,-5.3,0,1.2,1.1,0,,,,macdoan01
60,Andrew Mangiapane,22,CGY,LW,44,6,0.18,0.11,0.3,0.13,0.27,1.48,8,5,13,6,22,0,11,0,11,20.7,12.6,8.2,0.8,0.8,1.6,1,0,1,0,mangian01
61,Andrew Shaw,27,MTL,C,63,18,0.3,0.44,0.75,0.28,1.13,2.14,19,28,47,18,64,7,46,6,17,41.7,39.1,2.6,3.8,1.7,5.5,0,,,,shawan01
62,Andy Greene,36,NJD,D,82,8,0.06,0.24,0.3,0.1,0.2,1.27,5,20,25,8,67,2,106,32,-9,53.4,62.9,-9.5,1,3.6,4.6,0,,,,greenan01
63,Andy Welinski,25,ANA,D,26,1,0.04,0.12,0.15,0.05,0.31,1.23,1,3,4,1,14,1,18,0,-5,12.2,18.6,-6.4,0,0.7,0.7,0,,,,welinan01
64,Anthony Beauvillier,21,NYI,LW,81,13,0.22,0.12,0.35,0.15,0.1,1.93,18,10,28,13,51,8,42,0,1,47.4,43,4.4,1.3,1.5,2.8,1,0,1,0,beauvan01
65,Anthony Bitetto,28,TOT,D,36,1,0,0.08,0.08,0.02,0.33,0.83,0,3,3,1,12,0,20,1,-7,12.8,20.7,-7.8,-0.2,0.6,0.3,0,,,,bitetan01
66,Anthony Cirelli,21,TBL,C,82,16,0.23,0.24,0.48,0.19,0.41,1.5,19,20,39,16,66,4,56,19,25,45.4,35,10.4,2.4,2,4.4,1,0,1,0,cirelan01
67,Anthony Duclair,23,TOT,LW,74,14,0.26,0.19,0.45,0.19,0.19,1.78,19,14,33,14,49,11,41,0,-2,33.6,41.2,-7.6,2.6,1,3.6,0,,,,duclaan01
68,Anthony Greco,25,FLA,RW,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,-3,0.6,0.6,0,0,-0.1,-0.1,0,,,,grecoan01
69,Anthony Mantha,24,DET,RW,67,20,0.37,0.34,0.72,0.3,0.45,2.96,25,23,48,20,69,20,56,0,-8,45.6,40.6,5,4,1,5,0,,,,manthan01
70,Anthony Peluso,29,CGY,RW,4,0,0,0,0,0,1.75,0.25,0,0,0,0,0,0,1,0,-1,0.4,0.5,-0.1,0,0,-0.1,0,,,,pelusan01
71,Anthony Richard,22,NSH,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0.2,0.3,-0.1,0,0,-0.1,0,,,,richaan01
72,Anthony Stolarz,25,TOT,G,18,0,0,0,0,0,0,0,0,0,0,0,34,3,50,9,0,27.7,34.9,,0,0,2.3,0,,,,stolaan01
73,Antoine Roussel,29,VAN,LW,65,11,0.14,0.34,0.48,0.17,1.82,1.29,9,22,31,11,39,1,45,11,5,31.5,33.6,-2.1,1.6,1.3,2.9,1,0,1,0,roussan01
74,Anton Blidh,23,BOS,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,-0.3,0,0,0,0,,,,blidhan01
75,Anton Khudobin,32,DAL,G,41,0,0,0,0,0,0.05,0,0,0,0,0,83,12,95,23,0,74.6,79.3,,0,0,8.6,0,,,,khudoan01
76,Anton Lindholm,24,COL,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0.9,0.6,0.3,0,0,-0.1,0,,,,lindhan01
77,Anton Strålman,32,TBL,D,47,5,0.04,0.32,0.36,0.11,0.17,1.21,2,15,17,5,48,1,49,14,12,34.6,37.4,-2.8,0.7,2.4,3.1,0,,,,stralan01
78,Antti Niemi,35,MTL,G,17,0,0,0.06,0.06,0.02,0,0,0,1,1,0,53,7,61,17,0,34.9,31.9,,0,0,1.7,0,,,,niemian02
79,Antti Raanta,29,ARI,G,12,0,0,0.08,0.08,0.02,0,0,0,1,1,0,27,4,33,6,0,25,24.6,,0,0,1.8,0,,,,raantan01
80,Antti Suomela,24,SJS,C,27,3,0.11,0.19,0.3,0.11,0.15,1.56,3,5,8,3,8,0,8,1,1,14.6,11.3,3.4,0.2,0.3,0.6,0,,,,suomean01
81,Anže Kopitar,31,LAK,C,81,23,0.27,0.47,0.74,0.28,0.37,1.93,22,38,60,22,92,27,113,29,-20,54.8,62.8,-7.9,3.3,1.7,5,7,3,4,42.9,kopitan01
82,Artem Anisimov,30,CHI,C,78,14,0.19,0.28,0.47,0.18,0.18,1.82,15,22,37,14,55,8,63,14,-2,45.2,56,-10.7,1.6,1,2.6,0,,,,anisiar01
83,Artemi Panarin,27,CBJ,LW,79,32,0.35,0.75,1.1,0.4,0.29,2.42,28,59,87,31,114,22,80,1,14,69.3,56.8,12.5,7.4,2.3,9.7,3,2,1,66.7,panarar01
84,Artturi Lehkonen,23,MTL,LW,82,11,0.13,0.24,0.38,0.14,0.39,2.15,11,20,31,11,58,2,64,18,10,50.8,42.3,8.5,0.6,1.7,2.3,0,,,,lehkoar01
85,Ashton Sautner,24,VAN,D,17,0,0,0.06,0.06,0.02,0.12,1.24,0,1,1,0,7,0,9,0,-2,6.7,8.1,-1.4,-0.2,0.4,0.2,0,,,,sautnas01
86,Austin Czarnik,26,CGY,C,54,6,0.11,0.22,0.33,0.12,0.15,1.2,6,12,18,7,26,3,25,1,-1,23,19.8,3.2,0.7,0.5,1.2,0,,,,czarnau01
87,Austin Wagner,21,LAK,LW,62,9,0.19,0.15,0.34,0.15,0.26,1.08,12,9,21,9,23,0,21,0,2,21,22.3,-1.3,1.8,0.8,2.7,0,,,,wagneau01
88,Austin Watson,27,NSH,LW,37,6,0.19,0.24,0.43,0.17,1.05,1.73,7,9,16,6,28,1,26,10,11,16,20.6,-4.6,0.9,1,1.9,0,,,,watsoau01
89,Auston Matthews,21,TOR,C,68,30,0.54,0.53,1.07,0.44,0.18,3.69,37,36,73,30,92,27,74,0,-9,55.4,49.8,5.6,7.6,0.7,8.3,2,1,1,50,matthau01
90,Barclay Goodrow,25,SJS,RW,82,6,0.09,0.12,0.21,0.08,0.93,1.02,7,10,17,7,34,0,46,16,4,26.1,26.4,-0.3,-0.1,1,0.9,0,,,,goodrba01
91,Ben Bishop,32,DAL,G,46,1,0,0.04,0.04,0.01,0.04,0,0,2,2,1,123,33,87,17,0,93.6,89.6,,0,0,10.8,0,,,,bishobe01
92,Ben Chiarot,27,WPG,D,78,7,0.06,0.19,0.26,0.09,0.79,1.42,5,15,20,7,50,0,59,16,6,43.4,49.2,-5.9,0.7,3.1,3.8,0,,,,chiarbe01
93,Ben Gleason,20,DAL,D,4,0,0,0.25,0.25,0.07,0,0.5,0,1,1,0,2,0,3,0,-1,2.1,2.5,-0.4,0,0.1,0.1,0,,,,gleasbe01
94,Ben Harpur,24,OTT,D,51,2,0.02,0.08,0.1,0.03,1.1,0.98,1,4,5,2,27,0,53,13,-13,25.3,37.7,-12.4,-0.5,0.9,0.4,0,,,,harpube01
95,Ben Hutton,25,VAN,D,69,7,0.07,0.22,0.29,0.1,0.62,1.65,5,15,20,7,54,11,83,17,-23,46,64.7,-18.8,0.7,2,2.7,0,,,,huttobe01
96,Ben Lovejoy,34,TOT,D,71,3,0.03,0.1,0.13,0.04,0.52,1.34,2,7,9,3,40,0,61,19,-1,39.9,39.7,0.3,-0.4,3,2.7,0,,,,lovejbe01
97,Ben Street,31,ANA,C,21,2,0.14,0.1,0.24,0.1,0.1,0.9,3,2,5,2,6,0,16,6,-4,4.4,12,-7.6,0.1,0.2,0.3,0,,,,streebe01
98,Blake Coleman,27,NJD,C,78,16,0.28,0.18,0.46,0.21,0.91,2.73,22,14,36,16,58,8,92,23,-19,44.6,44.1,0.5,2.2,1.1,3.3,3,1,2,33.3,colembl01
99,Blake Comeau,32,DAL,RW,77,7,0.09,0.14,0.23,0.09,0.55,1.32,7,11,18,7,31,0,57,19,-7,41.9,44.8,-2.9,-0.9,1.5,0.6,0,,,,comeabl01
100,Blake Lizotte,21,LAK,C,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,0.8,0.7,0.1,0,0,-0.1,0,,,,lizotbl01
101,Blake Pietila,25,NJD,LW,19,0,0,0.05,0.05,0.01,0.32,1.16,0,1,1,0,4,0,11,0,-7,6.2,8.8,-2.5,-0.6,0.1,-0.5,0,,,,pietibl01
102,Blake Wheeler,32,WPG,RW,82,30,0.24,0.87,1.11,0.37,0.73,2.82,20,71,91,30,124,45,94,15,0,52.8,59.5,-6.7,6.4,1.8,8.2,1,0,1,0,wheelbl01
103,Bo Horvat,23,VAN,C,82,24,0.33,0.41,0.74,0.3,0.4,2.77,27,34,61,24,98,33,76,6,-4,57.2,60.7,-3.5,4.2,2,6.2,6,0,6,0,horvabo01
104,Bobby Ryan,31,OTT,LW,78,15,0.19,0.35,0.54,0.2,0.45,2.05,15,27,42,16,66,24,71,0,-29,41.5,49.1,-7.6,2.2,0.3,2.5,1,0,1,0,ryanbo01
105,Bogdan Kiselevich,28,FLA,D,32,2,0,0.25,0.25,0.07,0.38,0.44,0,8,8,2,14,0,18,1,-3,17.2,13.8,3.4,0.2,0.8,1,0,,,,kiselbo01
106,Boo Nieves,25,NYR,C,43,4,0.09,0.14,0.23,0.09,0.19,0.79,4,6,10,4,13,0,20,3,-4,13,18.2,-5.1,0.3,0.3,0.6,0,,,,nievecr01
107,Boone Jenner,25,CBJ,C,77,15,0.21,0.29,0.49,0.19,0.55,2.21,16,22,38,15,65,9,64,15,6,47.1,47.9,-0.8,1.9,1.7,3.6,0,,,,jennebo01
108,Brad Hunt,30,TOT,D,42,5,0.12,0.17,0.29,0.11,0.19,1.79,5,7,12,5,28,12,18,0,-2,23.9,18.1,5.8,1,1.5,2.4,0,,,,huntbr01
109,Brad Malone,29,EDM,C/LW,16,0,0,0,0,0,0.25,0.81,0,0,0,0,1,0,4,3,0,2.6,3.8,-1.2,-0.4,0.2,-0.2,0,,,,malonbr01
110,Brad Marchand,30,BOS,LW,79,37,0.46,0.81,1.27,0.46,1.22,2.92,36,64,100,37,134,52,79,12,15,53.2,48.3,4.9,9.2,2.5,11.7,5,1,4,20,marchbr03
111,Brad Richardson,33,ARI,C,66,13,0.29,0.12,0.41,0.2,0.33,1.94,19,8,27,13,43,0,46,9,6,33.3,30.7,2.6,1.8,1.8,3.7,0,,,,richabr02
112,Braden Holtby,29,WSH,G,59,1,0,0.03,0.03,0.01,0.03,0,0,2,2,1,189,37,160,40,0,111.5,126.3,,0,0,10.2,0,,,,holtbbr01
113,Brady Keeper,22,FLA,D,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.5,0.1,0.4,0,0.1,0.1,0,,,,keepebr01
114,Brady Skjei,24,NYR,D,78,9,0.1,0.22,0.32,0.11,0.56,1.62,8,17,25,9,69,1,90,18,-4,58.2,67.6,-9.5,1.3,3.2,4.5,0,,,,skjeibr01
