Rk,Player,Age,Tm,Pos,GP,GC,G/GP,A/GP,PTS/GP,GC/GP,PIM/GP,S/GP,Adj G,Adj A,Adj PTS,Adj GC,TGF,PGF,TGA,PGA,+/-,xGF,xGA,E+/-,OPS,DPS,PS,Att.,Made,Miss,Pct.,PlayerID
140,Brett Pesce,29,CAR,D,70,4,0.04,0.14,0.19,0.06,0.29,1.53,3,10,13,4,64,1,65,12,10,50.3,47.9,2.4,-0.2,4.1,3.9,0,,,,pescebr01
141,Brett Seney,27,CHI,LW,4,0,0,0,0,0,1.5,0.25,0,0,0,0,1,0,1,0,0,1.8,1.5,0.3,-0.1,0.1,0,0,,,,seneybr01
142,Brian Dumoulin,32,SEA,D,80,6,0.08,0.13,0.2,0.07,0.25,0.86,6,10,16,6,42,0,53,14,3,45.9,39.6,6.3,0.4,3.8,4.2,0,,,,dumoubr01
143,Brian Halonen,25,NJD,F,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,,,,halonbr01
144,Brock Boeser,26,VAN,RW,81,30,0.49,0.41,0.9,0.37,0.17,2.52,40,32,72,31,129,52,54,0,23,52.7,47.5,5.2,6.6,2.3,9,0,,,,boesebr01
145,Brock Faber,21,MIN,D,82,15,0.1,0.48,0.57,0.18,0.32,1.66,8,38,46,15,111,31,118,37,-1,61.1,59.6,1.4,2.8,4.2,7,0,,,,faberbr01
146,Brock McGinn,29,ANA,LW,24,1,0.04,0.08,0.13,0.04,0.17,1,1,2,3,1,6,0,12,1,-5,7.5,10.8,-3.4,-0.4,0.1,-0.2,0,,,,mcginbr01
147,Brock Nelson,32,NYI,C,82,28,0.41,0.43,0.84,0.34,0.34,3.05,33,34,67,27,105,37,77,4,-5,59.3,54.9,4.4,5.9,1.4,7.3,2,0,2,0,nelsobr01
148,Bryan Rust,31,PIT,RW,62,23,0.45,0.45,0.9,0.37,0.32,3.16,27,27,54,22,94,14,84,14,10,54.6,44.8,9.8,4.8,1.6,6.5,2,0,2,0,rustbr01
149,Byron Froese,32,VEG,C,16,0,0,0.06,0.06,0.02,0.25,1.06,0,1,1,0,4,0,7,1,-2,6,4.8,1.3,-0.4,0.1,-0.3,0,,,,froesby01
150,Cal Clutterbuck,36,NYI,RW,82,7,0.09,0.15,0.23,0.09,0.39,0.72,7,12,19,7,29,0,53,28,4,24,31.8,-7.8,-0.2,1.2,1,0,,,,cluttca01
151,Cale Fleury,25,SEA,D,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.5,0.3,0.2,0,0.1,0.1,0,,,,fleurca01
152,Cale Makar,25,COL,D,77,30,0.27,0.9,1.17,0.39,0.21,3,21,67,88,30,151,56,107,27,15,64.8,54.8,10.1,8.2,4.1,12.3,0,,,,makarca01
153,Caleb Jones,26,COL,D,25,1,0,0.2,0.2,0.05,0.32,0.76,0,5,5,1,13,0,10,1,4,11.7,10.5,1.2,0.1,0.8,0.9,0,,,,jonesca01
154,Calen Addison,23,TOT,D,72,5,0.01,0.22,0.24,0.07,1,1.29,1,16,17,5,52,21,69,0,-38,32.2,53.4,-21.2,0.2,0.5,0.8,0,,,,addisca01
155,Callahan Burke,26,CAR,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-0.5,0,0,0,0,,,,burkeca01
156,Callan Foote,25,NJD,D,4,0,0,0.25,0.25,0.07,4,0,0,1,1,0,4,0,1,0,3,1,2.8,-1.8,0,0.3,0.4,0,,,,footeca01
157,Calle Järnkrok,32,TOR,C,52,9,0.19,0.21,0.4,0.16,0.35,1.77,10,11,21,8,46,5,36,11,16,33,23,10,0.9,1.2,2.1,0,,,,jarnkca01
158,Calle Rosén,29,STL,D,6,0,0,0.17,0.17,0.05,0.33,0.83,0,1,1,0,1,0,2,0,-1,1.7,3.9,-2.1,0,0.1,0.1,0,,,,rosenca01
159,Calvin de Haan,32,TBL,D,59,3,0.05,0.12,0.17,0.06,0.37,0.95,3,7,10,4,34,0,56,13,-9,32.2,30.5,1.7,0,1.4,1.5,0,,,,dehaaca01
160,Calvin Petersen,29,PHI,G,5,0,0,0,0,0,0,0,0,0,0,0,14,1,18,3,0,8.5,7.3,,0,0,0.2,0,,,,peterca01
161,Calvin Pickard,31,EDM,G,23,0,0,0,0,0,0.09,0,0,0,0,0,74,16,53,14,0,53.8,40.3,,0,0,3.7,0,,,,pickaca01
162,Cam Atkinson,34,PHI,RW,70,11,0.19,0.21,0.4,0.16,0.39,2.5,13,14,27,11,46,13,61,6,-22,37.8,32.6,5.1,1,0.7,1.6,1,0,1,0,atkinca01
163,Cam Fowler,32,ANA,D,81,12,0.06,0.42,0.48,0.15,0.3,1.35,5,33,38,12,76,24,141,53,-36,51.4,70,-18.7,1.8,1.6,3.3,0,,,,fowleca01
164,Cam Talbot,36,LAK,G,54,1,0,0.06,0.06,0.02,0.07,0,0,3,3,1,154,33,130,22,0,103.7,95.3,,0,0,10,0,,,,talboca01
165,Cameron Butler,21,CBJ,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,butleca01
166,Cameron Crotty,24,ARI,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0.2,0.4,-0.1,0,-0.1,-0.1,0,,,,crottca01
167,Cameron York,23,PHI,D,82,11,0.12,0.24,0.37,0.14,0.54,1.63,10,19,29,11,81,9,109,24,-13,62.5,54.9,7.6,1.7,3.6,5.3,0,,,,yorkca01
168,Carl Grundström,26,LAK,RW,50,5,0.16,0.08,0.24,0.11,0.24,1.9,8,4,12,5,21,2,22,1,-2,22.3,19.1,3.2,0.4,0.6,1,3,1,2,33.3,grundca01
169,Carson Meyer,26,CBJ,RW,14,1,0.07,0.07,0.14,0.06,0.14,0.71,1,1,2,1,3,0,5,0,-2,2.9,6.4,-3.5,-0.1,0.1,0,0,,,,meyerca01
170,Carson Soucy,29,VAN,D,40,2,0.05,0.1,0.15,0.05,0.3,0.73,2,4,6,2,31,2,23,4,10,22.3,19.3,3,-0.1,2,1.9,0,,,,soucyca01
171,Carter Hart,25,PHI,G,26,0,0,0.04,0.04,0.01,0,0,0,1,1,0,69,9,68,11,0,51.5,46.8,,0,0,4.4,0,,,,hartca01
172,Carter Verhaeghe,28,FLA,C,76,29,0.45,0.5,0.95,0.38,0.47,3.24,33,37,70,28,113,42,55,1,17,58.6,42.3,16.3,6.5,2.3,8.8,0,,,,verhaca01
173,Casey Cizikas,32,NYI,C,70,9,0.14,0.19,0.33,0.13,0.31,1.17,10,12,22,9,32,2,59,27,-2,26.3,32.4,-6.1,0.5,1,1.5,0,,,,cizikca01
174,Casey DeSmith,32,VAN,G,29,0,0,0.03,0.03,0.01,0,0,0,1,1,0,84,14,80,24,0,49.5,52.3,,0,0,3.7,0,,,,desmica01
175,Casey Mittelstadt,25,TOT,C,80,21,0.23,0.49,0.71,0.26,0.4,1.59,18,38,56,20,98,21,67,0,10,54,48,6,3.5,1.9,5.4,0,,,,mitteca01
176,Cayden Primeau,24,MTL,G,23,1,0,0.09,0.09,0.02,0.09,0,0,2,2,1,64,10,66,19,0,43.5,42.6,,0,0,4.7,0,,,,primeca01
177,Chad Ruhwedel,33,TOT,D,52,1,0.02,0.06,0.08,0.03,0.08,0.67,1,3,4,1,16,0,30,8,-6,18.8,22.4,-3.5,-0.3,0.9,0.6,0,,,,ruhwech01
178,Chandler Stephenson,29,VEG,C,75,18,0.21,0.47,0.68,0.24,0.33,1.29,16,34,50,18,76,23,79,17,-9,44.2,47.6,-3.4,2.6,1.3,3.8,0,,,,stephch02
179,Charlie Coyle,31,BOS,C/RW,82,23,0.3,0.43,0.73,0.28,0.46,1.79,24,34,58,22,80,20,88,26,-2,45.4,49.1,-3.6,4.1,1.6,5.7,7,2,5,28.6,coylech01
180,Charlie Lindgren,30,WSH,G,50,0,0,0,0,0,0,0,0,0,0,0,124,28,127,23,0,82,97.3,,0,0,9.4,0,,,,lindgch01
181,Charlie McAvoy,26,BOS,D,74,16,0.16,0.47,0.64,0.22,1.16,1.8,12,34,46,16,107,28,87,12,4,62.1,57.9,4.2,3.5,4.1,7.6,1,1,0,100,mcavoch01
182,Chris Driedger,29,SEA,G,2,0,0,0,0,0,0,0,0,0,0,0,4,2,5,2,0,3.8,3.4,,0,0,0.4,0,,,,driedch01
183,Chris Kreider,32,NYR,LW,82,31,0.48,0.44,0.91,0.37,0.32,3,38,35,73,30,133,59,66,11,19,46.1,45.7,0.4,6.7,2.6,9.3,0,,,,kreidch01
184,Chris Tanev,34,TOT,D,75,6,0.03,0.23,0.25,0.08,0.32,0.75,2,17,19,6,71,0,68,19,22,55.9,48.5,7.3,0.2,4.5,4.7,0,,,,tanevch01
185,Chris Tierney,29,NJD,C,52,4,0.08,0.15,0.23,0.09,0.4,0.5,4,8,12,4,20,0,21,4,3,12.3,15.4,-3.1,0.3,0.7,1,0,,,,tiernch01
186,Chris Wagner,32,COL,C,13,1,0.08,0.08,0.15,0.06,0.69,1.23,1,1,2,1,4,0,2,1,3,2.8,3.4,-0.6,0,0.2,0.2,0,,,,wagnech01
187,Christian Dvorak,27,MTL,C,30,4,0.17,0.13,0.3,0.13,0.13,1.17,5,4,9,4,15,1,26,7,-5,15.1,18.2,-3.1,0.1,0.3,0.4,2,0,2,0,dvorach01
188,Christian Fischer,26,DET,RW,79,7,0.06,0.18,0.24,0.08,0.46,1.09,5,13,18,6,34,0,41,7,0,29.4,35.9,-6.5,-0.2,1,0.8,0,,,,fischch01
189,Claude Giroux,36,OTT,C/LW,82,23,0.26,0.52,0.78,0.28,0.32,2.23,20,41,61,22,93,26,113,32,-14,56.2,50.7,5.4,3.7,1.3,5,4,1,3,25,giroucl01
190,Clayton Keller,25,ARI,C,78,30,0.42,0.55,0.97,0.38,0.41,2.92,32,41,73,29,94,36,78,0,-20,44.9,55.5,-10.6,6.5,0.9,7.4,1,0,1,0,kellecl01
191,Cody Ceci,30,EDM,D,79,8,0.06,0.25,0.32,0.1,0.18,1.23,5,19,24,8,70,1,83,26,12,62.8,58.4,4.4,0.9,3.7,4.7,0,,,,cecico01
192,Cody Glass,24,NSH,C,41,5,0.15,0.17,0.32,0.13,0.49,2,6,7,13,5,23,5,28,1,-9,16.4,23.4,-7,0.3,0.3,0.6,0,,,,glassco01
193,Cole Caufield,23,MTL,RW,82,26,0.34,0.45,0.79,0.31,0.2,3.83,27,36,63,25,107,39,72,0,-4,56.8,53.3,3.5,4.7,1.6,6.3,12,5,7,41.7,caufico01
194,Cole Guttman,24,CHI,C,27,3,0.15,0.15,0.3,0.12,0.26,1.85,4,4,8,3,9,3,23,0,-17,9.1,17.1,-8,0.2,-0.1,0.1,1,0,1,0,guttmco01
195,Cole Koepke,25,TBL,LW,9,1,0,0.22,0.22,0.06,0,1,0,2,2,1,3,0,3,0,0,2,2.2,-0.2,0,0.1,0.1,0,,,,koepkco01
196,Cole McWard,22,VAN,D,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1,-0.1,0,0,0,0,,,,mcwarco01
197,Cole Perfetti,22,WPG,C,71,15,0.27,0.27,0.54,0.22,0.17,2,19,18,37,15,60,18,29,0,13,34.5,27.1,7.4,2.8,1.5,4.3,0,,,,perfeco01
198,Cole Schwindt,22,CGY,RW,4,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,1,0,-1,0.4,0.5,-0.1,-0.1,0,-0.1,0,,,,schwico01
199,Cole Sillinger,20,CBJ,C,77,12,0.17,0.25,0.42,0.16,0.6,2.04,13,18,31,12,53,4,79,26,-4,40.4,46.3,-5.9,1,1.2,2.1,0,,,,sillico01
200,Cole Smith,28,NSH,F,80,9,0.11,0.18,0.29,0.11,0.79,1.4,9,13,22,8,40,0,64,29,5,33.5,38.2,-4.7,0.1,1.3,1.4,0,,,,smithco02
201,Colin Blackwell,30,CHI,C,44,5,0.18,0.09,0.27,0.12,0.23,2,8,4,12,5,18,3,27,10,-2,19,21.7,-2.7,0.2,0.9,1.1,0,,,,blackco01
202,Colin Miller,31,TOT,D,46,4,0.09,0.11,0.2,0.08,0.57,1.5,4,5,9,4,33,1,28,4,8,29.2,29.3,-0.1,0.4,2,2.4,0,,,,milleco02
203,Colin White,27,TOT,C,28,0,0,0,0,0,0.14,0.57,0,0,0,0,4,0,11,2,-5,6.6,8.2,-1.5,-0.7,0.1,-0.6,0,,,,whiteco02
204,Collin Graf,21,SJS,F,7,1,0,0.29,0.29,0.08,0,1,0,2,2,1,3,1,6,0,-4,2.7,4.7,-2,-0.1,0,-0.1,0,,,,grafco01
205,Colton Parayko,30,STL,D,82,10,0.12,0.2,0.32,0.12,0.28,1.88,10,15,25,10,83,3,108,32,4,59.5,69.5,-10,1.1,4.8,5.8,0,,,,parayco01
206,Colton Sissons,30,NSH,C,81,14,0.19,0.25,0.43,0.17,0.47,1.62,15,19,34,13,69,23,88,36,-6,46.1,41.9,4.2,1.1,1.2,2.3,0,,,,sissoco01
207,Connor Bedard,18,CHI,C,68,22,0.32,0.57,0.9,0.33,0.41,3.03,22,38,60,22,78,31,91,0,-44,41.9,56.7,-14.8,4.3,0.5,4.8,1,1,0,100,bedarco01
208,Connor Brown,30,EDM,RW,71,4,0.06,0.11,0.17,0.06,0.14,1.52,4,8,12,4,17,1,38,14,-8,27.7,28.8,-1.1,-1,0.6,-0.4,0,,,,brownco02
209,Connor Clifton,28,BUF,D,79,6,0.05,0.18,0.23,0.08,1.11,0.97,4,13,17,6,57,0,67,22,12,41.1,50.3,-9.3,0.6,3.6,4.2,0,,,,cliftco01
210,Connor Dewar,24,TOT,C,74,8,0.15,0.11,0.26,0.11,0.38,1.04,11,8,19,8,25,0,57,24,-8,22.6,26.3,-3.7,0.5,0.6,1.1,0,,,,dewarco01
211,Connor Hellebuyck,30,WPG,G,60,0,0,0,0,0,0.03,0,0,0,0,0,183,35,142,38,0,117.4,121.7,,0,0,13.6,0,,,,helleco01
212,Connor Ingram,26,ARI,G,50,1,0,0.06,0.06,0.02,0,0,0,3,3,1,148,33,136,38,0,89.2,102.3,,0,0,8.9,0,,,,ingraco01
213,Connor Mackey,27,NYR,D,1,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,1,0.2,0.7,-0.6,0,0.1,0.1,0,,,,mackeco01
214,Connor McDavid,27,EDM,C,76,44,0.42,1.32,1.74,0.58,0.39,3.46,32,98,130,44,167,56,82,6,35,87.3,53.2,34.1,11.2,2.9,14.1,3,2,1,66.7,mcdavco01
215,Connor McMichael,23,WSH,C,80,14,0.23,0.19,0.41,0.17,0.43,1.69,18,14,32,14,49,12,68,11,-20,40.7,42.1,-1.5,1.4,1,2.4,3,0,3,0,mcmicco01
216,Connor Murphy,30,CHI,D,46,3,0.04,0.13,0.17,0.06,0.87,1.11,2,6,8,3,23,0,61,19,-19,29.2,36.4,-7.1,-0.2,1.3,1.1,0,,,,murphco02
217,Connor Zary,22,CGY,C,63,13,0.22,0.32,0.54,0.21,0.35,1.43,14,19,33,13,55,9,34,0,12,34.6,31.6,3,2,1.5,3.5,2,0,2,0,zaryco01
218,Conor Garland,27,VAN,RW,82,18,0.24,0.33,0.57,0.22,0.43,2.44,20,26,46,18,70,13,38,0,19,48.3,37,11.3,3.1,1.9,5,0,,,,garlaco01
219,Conor Sheary,31,TBL,LW,57,5,0.07,0.19,0.26,0.09,0.21,0.88,4,11,15,5,23,1,30,5,-3,19.4,25.2,-5.8,0.1,0.6,0.7,0,,,,shearco01
220,Conor Timmins,25,TOR,D,25,3,0.04,0.36,0.4,0.12,0.72,1,1,9,10,3,27,3,15,0,9,19,13.2,5.8,0.6,1.3,1.8,0,,,,timmico01
221,Corey Perry,38,TOT,RW,54,9,0.22,0.19,0.41,0.17,0.85,1.52,12,10,22,9,39,7,38,0,-6,28.1,22.1,5.9,1.3,0.6,1.9,0,,,,perryco01
222,Craig Smith,34,DAL,C,75,8,0.15,0.12,0.27,0.11,0.44,1.49,11,9,20,8,29,0,27,0,2,29.7,23.3,6.4,0.9,0.8,1.7,1,0,1,0,smithcr01
223,Curtis Lazar,28,NJD,C/RW,71,9,0.1,0.25,0.35,0.13,0.62,1.04,7,17,24,8,40,0,39,9,10,30.3,29.1,1.1,0.7,1.4,2.2,0,,,,lazarcu01
224,Cutter Gauthier,20,ANA,LW,1,0,0,1,1,0.27,0,3,0,1,1,0,1,0,0,0,1,0.6,0.6,0,0.1,0.1,0.1,0,,,,gauthcu01
225,Daemon Hunt,21,MIN,D,12,0,0,0.08,0.08,0.02,0,0.58,0,1,1,0,3,0,4,0,-1,5.8,4.2,1.5,-0.1,0.2,0.1,0,,,,huntda01
226,Dakota Joshua,27,VAN,C,63,13,0.29,0.22,0.51,0.21,0.95,1.33,18,14,32,14,44,2,34,11,19,33.3,29.4,3.9,2.3,1.6,3.9,0,,,,joshuda01
227,Dakota Mermis,30,MIN,D,47,3,0.06,0.11,0.17,0.06,0.7,0.89,3,5,8,3,21,0,36,13,-2,21.7,23.6,-1.9,0.2,1.2,1.5,0,,,,mermida01
228,Damon Severson,29,CBJ,D,67,10,0.13,0.28,0.42,0.15,0.76,1.31,9,18,27,10,71,4,85,8,-10,51.3,60,-8.7,1.9,2,3.8,1,1,0,100,severda01
229,Daniel Sprong,26,DET,RW,76,17,0.24,0.33,0.57,0.22,0.29,2.11,18,24,42,16,58,20,43,0,-5,30,36.6,-6.6,3.4,0.8,4.2,0,,,,spronda01
230,Daniel Vladař,26,CGY,G,20,0,0,0,0,0,0,0,0,0,0,0,60,8,68,11,0,36.6,42.6,,0,0,2,0,,,,vladada01
231,Daniil Gushchin,21,SJS,LW,4,1,0.25,0.25,0.5,0.21,0,1,1,1,2,1,2,0,4,0,-2,1.1,3.2,-2.1,0.1,0,0.1,0,,,,gushcda01
232,Daniil Miromanov,26,TOT,D/RW,24,3,0.13,0.17,0.29,0.11,0.33,1.92,3,4,7,3,21,3,21,1,-2,21.3,13.9,7.4,0.4,0.9,1.2,0,,,,miromda01
233,Daniil Tarasov,24,CBJ,G,24,0,0,0,0,0,0,0,0,0,0,0,71,9,73,17,0,42.6,53.4,,0,0,5,0,,,,tarasda02
234,Dante Fabbro,25,NSH,D,56,4,0.05,0.18,0.23,0.08,0.43,1.16,3,10,13,4,43,0,41,7,9,37.2,32.7,4.4,0.4,2.4,2.9,0,,,,fabbrda01
235,Danton Heinen,28,BOS,C/LW,74,14,0.23,0.26,0.49,0.19,0.38,1.61,17,18,35,14,55,2,41,4,16,41.5,40,1.5,2.2,1.8,4,0,,,,heineda01
236,Darcy Kuemper,33,WSH,G,33,0,0,0.03,0.03,0.01,0,0,0,1,1,0,71,15,103,24,0,59.6,58.8,,0,0,4.2,0,,,,kuempda01
237,Darnell Nurse,28,EDM,D,81,11,0.12,0.27,0.4,0.14,0.98,2.23,10,21,31,11,77,6,102,34,3,70,61.7,8.3,1.8,3.4,5.3,0,,,,nurseda01
238,Darren Raddysh,27,TBL,D,82,10,0.07,0.33,0.4,0.13,0.26,1.23,6,26,32,10,83,9,83,6,-3,59.2,53.8,5.3,1.8,3.1,4.9,0,,,,raddyda01
239,David Gustafsson,23,WPG,C,39,3,0.08,0.1,0.18,0.07,0,0.69,3,4,7,3,11,0,14,4,1,10.5,13,-2.6,0,0.4,0.4,0,,,,gustada01
240,David Jiříček,20,CBJ,D,43,3,0.02,0.21,0.23,0.07,0.51,0.88,1,9,10,3,20,0,25,1,-4,24.5,26.7,-2.2,0.3,0.9,1.2,0,,,,jiricda01
241,David Kämpf,29,TOR,C,78,7,0.1,0.14,0.24,0.1,0.23,1.01,8,11,19,7,33,1,67,31,-4,26.1,38,-11.8,-0.3,0.7,0.5,0,,,,kampfda01
242,David Pastrňák,27,BOS,RW,82,43,0.57,0.77,1.34,0.52,0.57,4.66,46,61,107,42,136,47,68,0,21,63.9,54.4,9.5,10.7,2.6,13.3,6,2,4,33.3,pastrda01
243,David Perron,35,DET,LW,76,17,0.22,0.39,0.62,0.23,0.72,1.99,17,29,46,17,79,34,57,0,-12,33.5,40.3,-6.7,2.9,0.8,3.8,0,,,,perroda01
244,David Rittich,31,LAK,G,24,0,0,0,0,0,0,0,0,0,0,0,64,15,49,13,0,42.4,39,,0,0,4.7,0,,,,rittida01
245,David Savard,33,MTL,D,60,8,0.1,0.3,0.4,0.14,0.4,0.9,6,17,23,8,56,0,86,29,-1,39,47.9,-8.9,1.5,2.2,3.6,0,,,,savarda01
246,Dawson Mercer,22,NJD,C,82,15,0.24,0.16,0.4,0.18,0.35,1.63,20,12,32,14,52,9,86,17,-26,45.5,46.3,-0.8,1.4,0.7,2.1,0,,,,merceda01
247,Declan Carlile,23,TBL,D,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.3,0.2,1.2,0,0.1,0.1,0,,,,carlide01
248,Declan Chisholm,24,TOT,D,31,3,0.1,0.19,0.29,0.1,0.58,0.94,3,6,9,3,21,8,20,0,-7,16.1,13,3.2,0.5,0.6,1.1,0,,,,chishde01
249,Denis Gurianov,26,TOT,RW,18,1,0.06,0.06,0.11,0.05,0,1.44,1,1,2,1,8,0,4,0,4,6.1,6.3,-0.2,-0.3,0.4,0.1,0,,,,guriade01
250,Dennis Gilbert,27,CGY,D,34,2,0.03,0.18,0.21,0.06,0.47,0.68,1,6,7,2,11,0,19,1,-7,12,14.5,-2.5,0.3,0.3,0.6,0,,,,gilbede01
251,Derek Forbort,31,BOS,D,35,1,0,0.11,0.11,0.03,0.49,0.63,0,4,4,1,27,0,32,13,8,21,19.4,1.6,-0.4,1.9,1.5,0,,,,forbode01
252,Derek Ryan,37,EDM,C,70,5,0.07,0.1,0.17,0.07,0.11,0.74,5,7,12,5,16,0,36,17,-3,22.3,18.4,3.9,-0.3,0.6,0.3,1,1,0,100,ryande01
253,Derrick Pouliot,30,DAL,D,5,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,-1,2.6,4.3,-1.7,-0.1,0,0,0,,,,poulide01
254,Devin Cooley,26,SJS,G,6,0,0,0,0,0,0,0,0,0,0,0,13,4,25,1,0,7.2,14.4,,0,0,0.4,0,,,,coolede01
255,Devin Shore,29,SEA,C,21,1,0.05,0.14,0.19,0.06,0.19,0.71,1,3,4,1,9,0,6,0,3,6.6,4.5,2.1,0,0.4,0.4,1,0,1,0,shorede01
256,Devon Levi,22,BUF,G,23,0,0,0,0,0,0,0,0,0,0,0,72,8,67,17,0,43,49.6,,0,0,3.6,0,,,,levide01
257,Devon Toews,29,COL,D,82,17,0.15,0.46,0.61,0.2,0.22,1.94,12,37,49,17,116,12,107,31,28,71,58.9,12.1,3.6,5,8.6,0,,,,toewsde01
258,Dillon Dubé,25,CGY,C,43,3,0.07,0.09,0.16,0.06,0.19,0.98,3,4,7,3,15,2,29,3,-13,14.6,19.8,-5.2,-0.4,0.1,-0.3,1,0,1,0,dubedi01
259,Dmitri Voronkov,23,CBJ,LW,75,14,0.24,0.21,0.45,0.19,0.69,1.89,18,15,33,14,60,20,46,0,-6,40.7,37.3,3.4,2.3,0.9,3.1,0,,,,vorondi01
260,Dmitry Kulikov,33,FLA,D,76,6,0.01,0.25,0.26,0.08,0.83,0.97,1,18,19,5,51,0,54,18,15,43.2,36.7,6.5,0.5,3.9,4.4,0,,,,kulikdm01
261,Dmitry Orlov,32,CAR,D,82,9,0.07,0.24,0.32,0.1,0.44,1.57,6,19,25,8,62,7,53,2,4,51.6,47.2,4.3,1.3,3.7,5,0,,,,orlovdm01
262,Dominic Toninato,29,WPG,C,15,2,0.07,0.27,0.33,0.11,0.4,0.8,1,4,5,2,8,0,1,0,7,5.2,3.4,1.8,0.2,0.4,0.6,0,,,,tonindo01
263,Dominik Kubalík,28,OTT,LW,74,7,0.15,0.05,0.2,0.1,0.26,1.23,11,4,15,7,32,13,50,1,-30,22.3,34.6,-12.3,0,-0.1,0,0,,,,kubaldo01
264,Dougie Hamilton,30,NJD,D,20,6,0.25,0.55,0.8,0.29,1,3.05,5,11,16,6,27,9,26,0,-8,17.8,16.2,1.6,1.6,0.3,1.8,0,,,,hamildo01
265,Drake Batherson,25,OTT,C,82,26,0.34,0.46,0.8,0.31,0.51,2.39,27,37,64,25,91,32,68,0,-9,51.8,49.9,1.9,5,1.3,6.3,3,1,2,33.3,bathedr01
266,Drew Doughty,34,LAK,D,82,18,0.18,0.43,0.61,0.21,0.54,1.65,15,34,49,17,114,40,71,12,15,64.8,54.9,10,3.7,6.1,9.8,0,,,,doughdr01
267,Drew O'Connor,25,PIT,F,79,13,0.2,0.22,0.42,0.17,0.25,2.03,16,16,32,13,58,0,58,14,14,48.6,46.8,1.8,1.3,1.8,3.2,0,,,,oconndr01
268,Dryden Hunt,28,CGY,LW,28,3,0.11,0.18,0.29,0.11,0.25,1.18,3,5,8,3,14,0,13,0,1,11.2,12.6,-1.4,0.2,0.4,0.6,0,,,,huntdr01
269,Dustin Wolf,22,CGY,G,17,0,0,0,0,0,0,0,0,0,0,0,51,10,50,12,0,36.8,27.1,,0,0,2.2,0,,,,wolfdu01
270,Dylan Coghlan,25,CAR,D,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,-2,0.9,0.9,0,0,-0.1,-0.1,0,,,,coghldy01
271,Dylan Cozens,22,BUF,C,79,18,0.23,0.37,0.59,0.23,0.53,2.53,18,28,46,17,72,17,78,19,-4,47.7,45.5,2.2,2.7,1.4,4.1,0,,,,cozendy01
272,Dylan DeMelo,30,WPG,D,82,9,0.04,0.34,0.38,0.11,0.44,1.01,3,27,30,9,94,2,72,26,46,69.9,66.1,3.9,1.1,6.9,8,0,,,,demeldy01
273,Dylan Guenther,20,ARI,RW,45,14,0.4,0.38,0.78,0.32,0.31,2.69,18,16,34,14,52,20,42,9,-1,23.7,23.4,0.3,3.1,0.8,3.9,0,,,,guentdy01
274,Dylan Holloway,22,EDM,C,38,4,0.16,0.08,0.24,0.11,0.76,1.47,6,3,9,4,14,1,14,0,-1,19.1,13.8,5.3,0.2,0.4,0.6,0,,,,hollody01
275,Dylan Larkin,27,DET,C,68,28,0.49,0.53,1.01,0.41,0.57,3.25,32,35,67,27,106,32,82,13,5,44.3,46.7,-2.3,6.1,1.7,7.7,2,0,2,0,larkidy01
276,Dylan McIlrath,31,WSH,D,3,0,0,0.33,0.33,0.09,1.67,0.33,0,1,1,0,1,0,0,0,1,1.2,0.8,0.4,0.1,0.2,0.2,0,,,,mcilrdy01
277,Dylan Samberg,25,WPG,D,78,5,0.01,0.22,0.23,0.07,0.55,0.99,1,17,18,5,42,1,49,24,16,40.8,35.1,5.7,0.3,3.6,3.9,0,,,,sambedy01
278,Dylan Strome,26,WSH,C,82,25,0.33,0.49,0.82,0.31,0.27,2.06,26,38,64,25,90,31,73,1,-13,53.1,45.8,7.3,5,1.5,6.5,6,2,4,33.3,stromdy01
279,Eeli Tolvanen,24,SEA,RW,81,15,0.2,0.31,0.51,0.19,0.3,1.89,16,24,40,15,58,17,56,0,-15,39.9,39.5,0.5,1.9,1.3,3.3,2,0,2,0,tolvaee01
280,Eetu Luostarinen,25,FLA,C,82,11,0.15,0.18,0.33,0.13,0.32,1.45,12,14,26,10,49,7,64,23,1,39.2,33.7,5.5,0.2,1.6,1.8,0,,,,luostee01
281,Egor Afanasyev,23,NSH,LW,2,0,0,0,0,0,0,2.5,0,0,0,0,0,0,2,1,-1,0.6,1.7,-1.1,-0.1,0,-0.1,0,,,,afanaeg01
282,Elias Lindholm,29,TOT,C,75,16,0.2,0.39,0.59,0.21,0.33,2.31,15,28,43,16,71,17,88,20,-14,40.3,48.3,-8,1.6,1.1,2.7,0,,,,lindhel01
