Rk,Player,Tm,Pos,Shift,GP,,TOI (EV),CF% Rel (EV),GF/60 (EV),GA/60 (EV),,TOI (PP),CF% Rel (PP),GF/60 (PP),GA/60 (PP),,TOI (SH),CF% Rel (SH),GF/60 (SH),GA/60 (SH),PlayerID
552,Matt Benning,EDM,D,0:36,73,,15:50,1.6,2.9,2.6,,0:53,-0.2,5.2,0.9,,0:32,3,2.6,11.5,bennima01
553,Matt Calvert,CBJ,LW,0:49,69,,11:33,-4.6,2.3,3.3,,0:17,-3.9,9.4,0,,1:32,5.6,1.1,11.3,calvema01
554,Matt Cullen,MIN,C,0:36,79,,10:55,-8.1,2.4,2.4,,0:06,-18.6,6.8,6.8,,0:51,-3.5,0,8,cullema01
555,Matt Duchene,TOT,C,0:52,82,,15:23,5.7,4.3,3.7,,2:40,-3.4,1.8,1.8,,0:15,-8.8,0,0,duchema01
556,Matt Grzelcyk,BOS,D,0:48,61,,15:32,1.9,2.8,1.4,,1:06,-6.1,5.7,0.8,,0:05,20.8,0,0,grzelma01
557,Matt Hendricks,WPG,C,0:35,60,,7:22,-1.1,2.6,2.7,,0:03,-25.6,0,0,,1:59,-5.2,0,6.5,hendrma01
558,Matt Hunwick,PIT,D,0:45,42,,15:22,-4.4,2.4,3,,0:04,16.9,7.1,0,,2:03,-3.8,1.4,7.6,hunwima01
559,Matt Irwin,NSH,D,0:42,50,,12:47,0.1,2.3,2.2,,0:01,,0,0,,0:36,3.8,0,7.9,irwinma01
560,Matt Martin,TOR,LW,0:26,50,,7:58,-2.1,2.9,2.9,,0:00,,0,0,,0:00,,,,martima02
561,Matt Moulson,BUF,LW,0:35,14,,8:44,-0.6,0,3.4,,1:30,-1.8,5.6,5.6,,0:01,,,,moulsma01
562,Matt Niskanen,WSH,D,0:43,68,,19:21,0.7,3.3,2.2,,0:31,-9.2,3.4,1.7,,2:43,4.1,0.6,6.8,niskama01
563,Matt Read,PHI,RW,0:57,19,,9:41,-0.5,1,1.7,,0:02,,0,0,,1:09,-3.2,0,4.5,readma01
564,Matt Stajan,CGY,C,0:53,68,,9:20,-2.1,1.8,1.4,,0:03,12.2,0,0,,1:32,0.3,0,10.4,stajama01
565,Matt Tennyson,BUF,D,0:48,15,,15:31,-2.7,2.3,4.4,,1:46,0.6,2.3,2.3,,0:40,31.2,5.9,5.9,tennyma01
566,Matthew Highmore,CHI,LW,0:35,13,,11:12,3,1.6,3.3,,0:01,,0,0,,0:55,7.3,0,15.1,highmma01
567,Matthew Nieto,COL,LW,0:28,74,,12:32,-3.7,2.6,2.4,,0:05,-14.4,0,0,,2:16,3.8,1.1,7.9,nietoma01
568,Matthew Peca,TBL,C,0:36,10,,12:23,-3.9,4.4,1.9,,0:06,-91.6,0,0,,1:10,-6.6,5.1,10.2,pecama01
569,Matthew Tkachuk,CGY,LW,0:42,68,,14:15,6.4,2.7,2.7,,2:58,-1.7,6.5,0.3,,0:00,,0,0,tkachma01
570,Mattias Ekholm,NSH,D,0:38,81,,18:49,4.5,3.1,2.4,,1:52,0.7,7.5,0.8,,2:53,-2.1,1.8,5.9,ekholma01
571,Mattias Janmark,DAL,C,0:38,81,,13:58,-2,2,2.8,,1:32,-2.1,5.3,1.4,,1:24,2.1,1.6,9.1,janmama02
572,Max Domi,ARI,LW,0:40,82,,14:02,0.7,3.1,3.3,,2:36,1.7,5.3,1.4,,0:02,13.8,0,0,domima01
573,Max McCormick,OTT,LW,0:32,30,,8:01,-1.9,1.7,3,,0:00,,,,,0:19,14.7,0,6.2,mccorma01
574,Max Pacioretty,MTL,LW,0:45,64,,14:12,2.9,2.7,3.7,,3:05,3.4,8.9,0.9,,1:42,4,1,8.4,pacioma01
575,Maxim Mamin,FLA,C/RW,0:40,26,,10:25,-1,1.6,1.1,,0:05,-37.6,0,0,,0:00,,,,maminma01
576,Melker Karlsson,SJS,C,0:41,71,,11:48,-6.8,1.9,2.4,,0:02,-11,0,0,,1:23,2.9,1.2,3,karlsme01
577,Michael Amadio,LAK,C,0:32,37,,8:29,-2.4,1.5,1.7,,0:48,-3.1,14.5,2.1,,0:01,,,,amadimi01
578,Michael Bournival,TBL,LW,0:27,5,,9:20,-9.8,0,0,,0:00,,,,,0:00,,,,bournmi01
579,Michael Chaput,VAN,C,0:35,9,,8:30,-2.1,1.6,3.9,,0:02,,0,0,,1:14,9.6,0,17.2,chapumi01
580,Michael Dal Colle,NYI,LW,0:46,4,,12:10,-1.6,1.2,1.2,,1:10,28.6,0,0,,0:00,,,,dalcomi01
581,Michael Del Zotto,VAN,D,0:44,82,,17:44,-2.7,2.6,2.9,,0:54,-5.2,8,2.4,,2:09,3.2,1,8.2,delzomi01
582,Michael Frolík,CGY,LW,0:47,70,,14:19,3.4,2,3.2,,0:35,-4,0,0,,2:01,4.8,0.9,4.7,frolimi01
583,Michael Grabner,TOT,RW,0:36,80,,12:43,-3.4,1.8,2.3,,0:03,-89.1,0,0,,2:02,7.5,2.6,7.8,grabnmi01
584,Michael Liambas,ANA,LW,0:40,7,,5:15,-6.2,1.6,1.6,,0:02,,,,,0:00,,,,liambmi01
585,Michael McCarron,MTL,RW,0:44,18,,8:40,-8,1.9,2.3,,0:05,12.9,0,0,,0:00,,,,mccarmi01
586,Michael Raffl,PHI,LW,0:26,76,,11:58,1.1,2.9,2.3,,0:12,-11.6,3.7,0,,1:04,-1,0,6.1,rafflmi01
587,Michael Stone,CGY,D,0:36,82,,13:43,-5.2,1.9,2.6,,0:34,-1.8,3.4,0,,2:27,-3.8,0.6,6,stonemi01
588,Michal Kempný,TOT,D,0:28,53,,15:08,1.4,3.2,1.5,,0:04,11.6,14.1,0,,0:41,2,0,4.7,kempnmi01
589,Micheal Ferland,CGY,LW,0:45,77,,13:07,-1.4,3.2,2.7,,1:51,2.8,6.1,1.2,,0:02,-12.8,0,0,ferlami01
590,Micheal Haley,FLA,C,0:43,75,,7:41,-3.6,1.5,2.9,,0:01,-13.4,0,0,,0:04,-14,0,0,haleymi01
591,Miikka Salomäki,NSH,RW,0:43,58,,10:00,-0.9,1.7,2.5,,0:02,10.6,0,0,,0:14,-0.2,0,8.7,salommi01
592,Mika Zibanejad,NYR,C,0:47,72,,13:48,7.4,2.4,3.6,,2:58,2.4,8.7,0.8,,1:10,0.7,0.7,6.4,zibanmi01
593,Mikael Backlund,CGY,C,0:40,82,,14:30,4.2,2.3,3.4,,2:08,-6.3,5.3,0.7,,2:22,-0.5,0.9,6.2,backlmi01
594,Mikael Granlund,MIN,C,0:39,77,,14:22,4,3.3,2.6,,2:29,3.4,8.1,0.9,,1:54,0.8,1.2,7.3,granlmi01
595,Mike Blunden,OTT,RW,0:33,1,,6:31,3.4,0,0,,0:00,,,,,0:00,,,,blundmi01
596,Mike Cammalleri,TOT,C/W,0:42,66,,12:06,-1.2,2.5,2.8,,1:23,-1.1,3.4,1.1,,0:16,-1.1,0,13.5,cammami01
597,Mike Fisher,NSH,C,0:39,16,,10:39,-12.2,2.1,2.1,,0:01,10.8,138.5,0,,1:39,-5,0,6.8,fishemi01
598,Mike Green,DET,D,0:42,66,,19:35,-1.2,2,2.6,,2:21,-1.2,6.2,1.2,,0:08,12.8,0,12.6,greenmi03
599,Mike Hoffman,OTT,C/LW,0:52,82,,15:16,2.9,2.8,3.6,,3:05,1.6,7.3,0.9,,0:02,13,0,0,hoffmmi02
600,Mike Matheson,FLA,D,0:52,81,,18:25,-0.6,2.7,2.8,,1:06,-2.7,6.4,0.6,,1:47,0.5,1.2,7.1,mathemi01
601,Mike Reilly,TOT,D,0:42,57,,13:14,-4.3,1.8,2.5,,1:38,-5.5,3.9,1,,0:04,70.1,0,0,reillmi01
602,Mikhail Sergachev,TBL,D,0:41,79,,13:29,3.4,3.2,2.4,,1:51,-5.6,9.4,0.8,,0:00,90.4,0,0,sergami01
603,Mikkel Bødker,SJS,RW,0:39,74,,11:57,-4.6,2.6,2.6,,1:22,-6.5,7,0.6,,0:00,-13.8,0,0,boedkmi01
604,Mikko Koivu,MIN,C,0:39,82,,13:57,3.5,2.8,2.3,,2:29,2.9,6.8,0.6,,2:02,2.2,0.7,8.2,koivumi01
605,Mikko Rantanen,COL,RW,0:52,81,,15:12,4.8,3.5,3,,3:44,2,10,1.8,,0:01,-8.9,0,0,rantami01
606,Milan Lucic,EDM,LW,0:30,82,,13:48,1,2.7,3.2,,2:07,-6.8,4,1.3,,0:00,-15.8,0,0,lucicmi01
607,Miles Wood,NJD,LW,0:41,76,,11:29,1.7,2.5,2.7,,0:57,-7.1,7.4,2.5,,0:00,-15.2,0,0,woodmi01
608,Mirco Müller,NJD,D,0:45,28,,14:30,-0.1,2.4,2.2,,0:07,-55.1,0,34.4,,2:02,4.1,3.1,5.2,muellmi01
609,Mitch Marner,TOR,C,0:39,82,,14:09,3.8,2.8,2.7,,2:11,2.5,12.1,1.3,,0:02,-11,0,17,marnemi01
610,Mitch Reinke,STL,D,0:34,1,,13:05,-1.6,0,0,,0:00,,,,,0:00,,,,reinkmi01
611,Morgan Klimchuk,CGY,LW,0:35,1,,7:25,7.8,0,0,,0:00,,,,,0:00,,,,klimcmo01
612,Morgan Rielly,TOR,D,0:29,76,,18:15,2.6,2.9,3.1,,2:11,-1.9,11.4,0.7,,1:08,10.7,0.6,8.4,riellmo01
613,Nail Yakupov,COL,RW,0:47,58,,8:57,0,2.9,2.3,,1:52,-2.7,4.8,1.6,,0:00,,,,yakupna01
614,Nate Prosser,TOT,D,0:54,57,,12:06,-5.3,2.3,1.7,,0:02,-21.2,0,0,,1:18,0.6,0.8,4,prossna01
615,Nate Schmidt,VEG,D,0:46,76,,18:36,-1.5,3.4,2.5,,1:44,-2.9,7.9,1.2,,1:53,-1.4,0.4,5.9,schmina01
616,Nate Thompson,TOT,C,0:35,69,,10:40,-8.4,1.2,1.4,,0:02,-5,0,0,,2:02,1,0,4,thompna01
617,Nathan Beaulieu,BUF,D,0:44,59,,14:47,0.5,1.9,3,,0:53,-12.2,5.2,4.2,,0:15,13.6,3.9,3.9,beaulna01
618,Nathan Gerbe,CBJ,C,0:48,2,,8:36,-4.2,0,3.5,,0:00,,,,,0:00,,,,gerbena01
619,Nathan MacKinnon,COL,C,0:53,74,,15:59,4.9,4,3.3,,3:36,1.8,10.2,1.1,,0:18,-0.5,2.6,7.9,mackina01
620,Nathan Walker,TOT,C,0:52,9,,8:59,-15,0,3.3,,0:08,,,,,0:19,-13.3,0,0,walkena01
621,Nazem Kadri,TOR,C,0:33,80,,14:39,-1.6,2.8,2.6,,2:05,-0.2,12.3,1.1,,0:00,-10.9,0,0,kadrina01
622,Neal Pionk,NYR,D,0:29,28,,18:47,-6.3,2.3,2.6,,1:14,-4.8,10.3,0,,2:20,0.4,1.8,8.2,pionkne01
623,Nic Dowd,TOT,C,0:31,56,,9:23,-2.5,0.5,1.9,,0:01,,,,,1:08,,0,0,dowdni01
624,Nic Petan,WPG,C,0:38,15,,7:48,-2.6,2,2,,0:36,6.6,13.2,0,,0:00,,,,petanni01
625,Nicholas Baptiste,BUF,RW,0:34,33,,8:58,-2.6,1.6,2.5,,0:48,-19.2,6,0,,0:10,-11.8,0,10.3,baptini01
626,Nicholas Merkley,ARI,RW,0:54,1,,11:27,-21.6,0,0,,2:03,6.7,0,0,,0:00,,,,merklni01
627,Nick Bjugstad,FLA,C,0:40,82,,13:35,4.1,3.3,2.9,,1:31,-0.1,4.9,0.4,,0:00,-14.3,0,0,bjugsni01
628,Nick Bonino,NSH,C,0:41,71,,12:52,-5.5,2.6,2.4,,0:40,1.3,3.8,0,,2:05,-7.1,0,7.3,boninni01
629,Nick Cousins,ARI,C,0:36,71,,12:30,0.8,2.2,2.7,,0:19,-1.7,4.9,0,,0:01,-11,0,0,cousini01
630,Nick Foligno,CBJ,LW,0:44,72,,14:45,-0.2,2.7,2.5,,2:23,3.6,3.8,0.7,,1:12,2.3,0,6.9,foligni01
631,Nick Holden,TOT,D,0:32,73,,16:30,0.2,2.4,2.8,,0:29,-1.6,11.7,2,,2:00,-4.3,1.8,1.8,holdeni01
632,Nick Jensen,DET,D,0:53,81,,14:15,3.6,2.1,2.6,,0:04,-1.3,10.4,0,,1:55,4.3,1.2,6.5,jenseni02
633,Nick Lappin,NJD,RW,0:44,6,,9:42,-6.1,2.1,0,,0:03,,,,,0:00,-18.7,,,lappini01
634,Nick Leddy,NYI,D,0:56,80,,18:27,-1.2,2.6,4,,3:16,-0.8,8.8,1.8,,0:41,5.7,0,10.1,leddyni01
635,Nick Paul,OTT,LW,0:33,11,,7:46,7.2,0.7,3.7,,0:00,,,,,0:06,-15.2,0,11.3,paulni01
636,Nick Ritchie,ANA,LW,0:35,76,,12:24,1.5,2.4,2.1,,0:25,-6.9,7,1.7,,0:20,5.1,0,6.9,ritchni01
637,Nick Schmaltz,CHI,C,0:36,78,,14:14,-1.7,2.9,2.8,,2:40,-2.9,5.8,1.2,,1:19,7.1,1.7,5.2,schmani01
638,Nick Seeler,MIN,D,0:37,22,,13:53,-0.2,3.1,1.4,,0:02,-54.8,0,0,,0:35,-7.2,4.6,9.2,seeleni01
639,Nick Shore,TOT,C,0:43,64,,12:15,-1,1.1,1.6,,0:14,13,11.6,0,,1:40,2.6,0,4.3,shoreni01
640,Nicklas Bäckström,WSH,C,0:35,81,,15:14,4.4,3,2.4,,3:30,10.7,9.9,1.5,,0:54,1,0,7.2,backsni02
641,Nico Hischier,NJD,C,0:55,82,,13:44,2.5,3.7,3,,2:02,-3.7,3.8,1,,0:31,6.3,0,2.3,hischni01
642,Nicolas Deslauriers,MTL,LW,0:37,58,,10:31,-3.3,2,1.4,,0:01,13.9,0,0,,1:03,-3.1,1,11.8,deslani01
643,Nicolas Kerdiles,ANA,LW,0:42,2,,3:32,-10.5,0,0,,0:13,-94.1,0,0,,0:00,,,,kerdini01
644,Nicolas Roy,CAR,C,0:45,1,,10:46,-13.8,0,5.6,,0:00,,,,,0:00,,,,royni01
645,Nikita Kucherov,TBL,RW,1:01,80,,16:18,3,3.7,2.9,,3:30,5.5,9.6,0.2,,0:00,-9.8,0,0,kucheni01
646,Nikita Scherbak,MTL,RW,0:45,26,,11:53,-2.9,1.2,2.4,,1:27,-4.8,5.6,0,,0:01,40.4,70.6,0,scherni01
647,Nikita Soshnikov,TOT,RW,0:35,15,,10:15,-6.7,1.9,1.9,,0:07,-90.5,0,0,,0:37,11.6,0,8.9,soshnni01
648,Nikita Zadorov,COL,D,0:42,77,,17:14,-0.7,2.9,2.8,,0:08,-20.4,3.8,0,,2:04,2.1,0.4,4.9,zadorni01
649,Nikita Zaitsev,TOR,D,0:46,60,,19:02,-4.1,3.1,2.7,,0:14,-14.7,2.7,2.7,,2:56,-6.4,0.3,6.1,zaitsni01
650,Niklas Hjalmarsson,ARI,D,0:44,48,,17:59,-4.1,2,2.2,,0:14,0,4,0,,2:28,-2.7,0,8.3,hjalmni01
651,Niklas Kronwall,DET,D,0:35,79,,15:46,1,1.9,2.5,,2:19,-2.9,7.5,0.3,,0:25,5,0,10.7,kronwni01
652,Nikolai Kulemin,NYI,LW,0:48,13,,9:26,-8.3,2,2.4,,0:03,18,0,0,,2:26,-0.5,1.9,3.8,kulemni01
653,Nikolaj Ehlers,WPG,LW,0:43,82,,14:01,3.4,3.3,2.6,,2:01,2.4,7.9,0.4,,0:00,23.1,0,0,ehlerni01
654,Nikolay Goldobin,VAN,LW,0:40,38,,11:22,2.3,2.4,4,,0:56,-2.7,6.6,3.3,,0:00,,,,goldoni01
655,Nino Niederreiter,MIN,RW,0:53,63,,12:42,6.9,3.4,2.1,,2:13,2.2,8.1,1.7,,0:03,35.5,0,0,niedeni01
656,Noah Hanifin,CAR,D,0:38,79,,16:58,2.8,2.3,3,,1:48,-0.2,7.2,1.7,,0:05,-1.1,0,8.7,hanifno01
657,Noah Juulsen,MTL,D,0:40,23,,16:42,-1.3,2,1.9,,0:21,1.4,6.7,0,,2:20,-5,0,11.1,juulsno01
658,Noel Acciari,BOS,C,0:29,60,,11:27,-6.6,1.7,2.3,,0:04,-11.5,0,0,,1:22,-5.7,0.7,4.4,acciano01
659,Nolan Patrick,PHI,C,0:44,73,,11:52,-0.2,2.3,2,,1:49,-5.5,5,1.4,,0:01,11.5,0,0,patrino01
660,Oliver Bjorkstrand,CBJ,RW,0:46,82,,12:32,0.1,2.6,2.2,,1:44,-3,4.6,0.8,,0:00,,,,bjorkol01
661,Oliver Ekman-Larsson,ARI,D,0:48,82,,18:57,5,2.5,3.4,,3:02,6,6.8,0.9,,1:40,4.4,0,6.3,ekmanol01
662,Olli Määttä,PIT,D,0:42,82,,16:00,-0.8,2.3,2.5,,1:19,-3.6,6.8,0,,1:25,-4.3,1.5,9.3,maattol01
663,Ondřej Kaše,ANA,RW,0:45,66,,12:36,4.5,2.8,1.6,,1:18,-1.3,5.3,0,,0:00,34.7,0,70.6,kaseon01
664,Ondřej Palát,TBL,LW,0:43,56,,13:46,-0.8,3.7,2.4,,2:07,-5,8.1,0.5,,1:06,2.1,1,8.7,palaton01
665,Oscar Fantenberg,LAK,D,1:01,27,,12:02,-4.5,2.6,2.2,,1:57,5.5,6.8,0,,0:15,-1.4,0,0,fanteos01
666,Oscar Klefbom,EDM,D,0:46,66,,17:48,1.7,2.7,3.4,,2:45,1.5,5.4,0.9,,2:15,1.6,2.3,8.8,klefbos01
667,Oscar Lindberg,VEG,C,0:46,63,,10:46,-0.9,1.7,2.6,,0:09,2.4,0,0,,0:50,-5.7,0,7.1,lindbos02
668,Oskar Lindblom,PHI,LW,0:45,23,,13:06,4.9,2.4,1.6,,1:29,-7.3,1.8,0,,0:00,,,,lindbos01
669,Oskar Sundqvist,STL,C,0:45,42,,9:03,-5.3,1.3,2.1,,0:26,-5.9,3.3,0,,0:59,-2,0,5.8,sundqos01
670,Owen Tippett,FLA,RW,0:30,7,,9:20,-3.3,0.9,6.4,,1:43,14.1,9.9,0,,0:03,-6.1,0,0,tippeow01
671,P.K. Subban,NSH,D,0:49,82,,18:22,0.2,3,2.3,,3:05,-0.5,8.5,0.9,,2:38,5.1,0.8,7.5,subbapk01
672,Pat Maroon,TOT,LW,1:00,74,,14:29,2.8,3.1,2.6,,2:01,5.2,4.6,0,,0:00,,0,0,maroopa01
673,Patric Hörnqvist,PIT,RW,0:44,70,,13:45,1.7,3.1,2.8,,3:31,2.9,12.1,0.7,,0:02,33.7,0,0,hornqpa01
674,Patrice Bergeron,BOS,C,0:45,64,,14:39,5.6,3.5,2.1,,2:57,7.6,10.5,1.2,,1:49,1,1.5,5.2,bergepa01
675,Patrick Eaves,ANA,RW,0:41,2,,13:04,-9.7,2.3,2.3,,3:23,0,0,0,,0:00,,,,eavespa01
676,Patrick Kane,CHI,RW,0:33,82,,16:42,-0.2,2.8,3.6,,3:23,5.5,6.6,0.4,,0:04,30.1,0,0,kanepa01
677,Patrick Marleau,TOR,C,0:30,82,,14:35,-0.9,3.2,3.1,,1:59,2.3,7.1,0,,0:23,2,0,6.5,marlepa01
678,Patrick Sharp,CHI,LW,0:42,70,,11:17,-1.9,2.3,3.3,,1:33,-0.2,3.8,1.1,,0:02,12,0,21.6,sharppa01
679,Patrick Sieloff,OTT,D,0:42,1,,11:11,5.4,5.4,16.1,,0:00,,,,,0:00,,,,sielopa01
680,Patrik Berglund,STL,C,0:34,57,,13:30,1.3,2.2,2.5,,1:43,0.1,4.3,1.2,,0:56,0.2,1.2,2.3,berglpa01
681,Patrik Laine,WPG,RW,0:49,82,,13:28,-1.3,3.3,2.6,,3:00,-1.3,10.5,1.5,,0:00,,0,0,lainepa01
682,Patrik Nemeth,COL,D,0:45,68,,16:29,-3.1,3.4,2.2,,0:02,-85.9,0,0,,3:19,-3.9,1.3,5.6,nemetpa01
683,Paul Byron,MTL,C/LW,0:44,82,,13:09,0.4,2.5,2.7,,1:07,-1,8.6,1.2,,1:50,6.2,0.8,5.4,byronpa01
684,Paul Carey,NYR,C,0:32,60,,9:44,-5.5,1.7,3.2,,0:01,12.6,37.9,0,,0:29,5.8,2,10.2,careypa01
685,Paul Ladue,LAK,D,0:41,12,,13:00,6.7,3.1,1.2,,0:49,-19.4,6.1,0,,0:08,,0,0,laduepa01
686,Paul Martin,SJS,D,0:46,14,,14:36,7,2.3,1.5,,0:01,,0,0,,0:07,-11.7,0,0,martipa01
687,Paul Postma,BOS,D,0:49,14,,9:23,-1.5,1.8,2.7,,0:48,15.3,0,0,,0:01,,,,postmpa01
688,Paul Stastny,TOT,C,0:42,82,,14:40,5.6,3,3.1,,2:38,-2,5.5,1.7,,0:59,-2.1,1.7,8.3,stastpa01
689,Pavel Buchnevich,NYR,LW,0:51,74,,12:16,3.5,2.4,2.4,,2:40,3.1,8.5,0.6,,0:03,14.2,0,0,buchnpa01
690,Pavel Zacha,NJD,C,0:55,69,,12:00,0.5,2.3,2.5,,1:18,-1.2,5.3,1.3,,1:02,4.5,1.5,2.3,zachapa01
691,Peter Cehlárik,BOS,LW,0:44,6,,11:55,-4.7,3.4,1.7,,2:01,-11.4,0,0,,0:00,,,,cehlape01
692,Peter Holland,NYR,C,0:35,23,,11:03,-8.4,0.9,3.8,,0:06,-85.7,0,0,,1:14,-3.6,2.1,10.5,hollape01
693,Phil Kessel,PIT,RW,0:38,82,,14:53,-0.9,3.5,3.6,,3:46,0.8,11.2,0.6,,0:01,8.4,0,54.5,kesseph01
694,Philip Holm,VAN,D,0:36,1,,15:12,-1.4,0,7.9,,0:00,,,,,0:00,,,,holmph01
695,Phillip Danault,MTL,LW,0:50,52,,13:43,3.4,2.5,2.8,,1:01,1.7,5.7,0,,1:50,0.4,1.2,9.5,danauph01
696,Phillip Di Giuseppe,CAR,LW,0:26,49,,10:22,-0.9,2.5,2.5,,0:07,8.7,10.7,0,,0:00,,,,digiuph01
697,Pierre-Édouard Bellemare,VEG,LW,0:34,72,,10:03,1.2,2.3,1.8,,0:07,10.3,0,0,,2:08,-8.1,0,5.6,bellepi01
698,Pierre-Luc Dubois,CBJ,LW,0:43,82,,14:32,6.4,3,2.3,,1:56,0.2,9.9,1.5,,0:09,-15.1,0,0,duboipi01
699,Pontus Åberg,TOT,LW,0:44,53,,11:47,0.9,3.1,2.5,,0:21,-9.6,10.1,3.4,,0:01,,0,0,abergpo01
700,Radek Faksa,DAL,C,0:35,79,,13:02,-1.5,2.9,1.8,,0:14,4.9,0,0,,1:59,-0.7,0.4,6.8,faksara01
701,Radim Vrbata,FLA,RW,0:45,42,,11:35,-5.2,2.2,3.1,,1:18,0.7,4.1,0,,0:00,,,,vrbatra01
702,Radko Gudas,PHI,D,0:41,70,,15:10,2.6,2.3,2.3,,0:03,11.3,0,0,,1:52,3.3,0.4,8.6,gudasra01
703,Rasmus Andersson,CGY,D,0:33,10,,13:36,0.6,1.8,2.8,,1:33,9.2,5.6,0,,0:16,-11.1,0,24.3,anderra01
704,Rasmus Ristolainen,BUF,D,0:47,73,,20:03,1.1,2.5,3.4,,3:41,5.8,7.9,1.3,,2:45,-4.8,1.5,8.9,ristora01
705,Reid Boucher,VAN,C,0:48,20,,10:16,2.6,1.5,4.7,,1:04,-2.2,8,2.7,,0:01,,0,0,bouchre01
706,Reilly Smith,VEG,RW,0:55,67,,13:53,3,4.1,2.2,,2:21,5,7.7,0,,1:39,3.2,1,5.3,smithre01
707,Remi Elie,DAL,LW,0:39,72,,9:58,-0.5,2,1.7,,0:03,-11.5,0,0,,0:13,-4.6,0,7.5,eliere01
708,Richard Pánik,TOT,RW,0:38,72,,13:06,6.1,3,2.2,,1:53,0.4,6.8,0.9,,0:10,-2.3,0,10.1,panikri01
709,Rick Nash,TOT,LW,0:45,71,,13:04,2.6,2.2,3,,2:21,-7.9,11.6,1.7,,1:37,13,0,0,nashri01
710,Rickard Rakell,ANA,RW,0:53,77,,16:34,2.5,3.5,3.1,,2:43,7.3,6.4,0.8,,0:06,21.1,0,13.3,rakelri01
711,Riley Nash,BOS,C,0:38,76,,13:04,-2,3,2.1,,0:25,-4.6,6.4,0,,1:54,-2.1,0.4,8.7,nashri02
712,Riley Sheahan,TOT,C,0:45,81,,11:48,-2.8,1,1,,0:25,-4.5,5.5,0,,2:26,-10.8,0,0,sheahri01
713,Rinat Valiev,MTL,D,0:36,2,,10:48,-5.2,2.8,2.8,,0:51,-5,0,0,,0:09,,,,valieri01
714,Rob O'Gara,TOT,D,0:44,30,,14:05,-1.2,2.2,6,,0:00,,,,,1:24,7.5,0,0,ogararo01
715,Robert Bortuzzo,STL,D,0:43,72,,13:24,-0.1,2.4,1.8,,0:02,13.2,0,0,,1:21,-0.7,1.2,6.8,borturo01
716,Robert Hägg,PHI,D,0:37,70,,16:26,-6.9,2.7,2.5,,0:04,-47.9,0,0,,1:36,-0.8,0.5,9.5,haggro01
717,Rocco Grimaldi,COL,C,0:50,6,,9:29,-5.6,5.3,5.3,,0:08,,0,0,,0:00,,,,grimaro01
718,Roland McKeown,CAR,D,0:45,10,,13:23,-1.9,3.6,2.2,,0:00,,,,,0:01,91.8,0,0,mckeoro01
719,Roman Josi,NSH,D,0:43,75,,18:31,3.4,3.4,2.5,,2:53,0.1,7.5,0.8,,3:02,-5.4,1.3,6,josiro01
720,Roman Polák,TOR,D,0:28,54,,15:07,-2.3,2.5,2.4,,0:00,12.7,0,0,,2:30,2.3,1.7,5.6,polakro01
721,Ron Hainsey,TOR,D,0:43,80,,17:44,-4.5,3.1,2.7,,0:08,-32.4,6.2,0,,3:58,-7.3,0.4,6.4,hainsro01
722,Ross Johnston,NYI,LW,0:40,24,,9:16,-5.7,2.4,2.4,,0:02,,0,0,,0:01,-11.9,0,0,johnsro02
723,Ryan Callahan,TBL,RW,0:32,67,,10:58,-0.2,2,2.4,,0:53,-3.6,4.9,1,,1:27,-1,1.3,12.6,callary01
724,Ryan Carpenter,TOT,C,0:32,52,,10:53,-5.2,1.6,1.2,,0:21,,0,0,,1:20,-5.8,0,1.9,carpery01
725,Ryan Donato,BOS,C,0:52,12,,12:14,0.9,3.3,2.5,,2:27,-1.5,18.3,0,,0:00,,,,donatry01
726,Ryan Dzingel,OTT,C,0:53,79,,14:19,1.7,2.8,3.6,,2:09,1.6,6,0.7,,0:01,-16.2,0,0,dzingry01
727,Ryan Ellis,NSH,D,0:57,44,,18:25,4,3.8,2,,2:12,3.5,5.6,0,,2:43,-1.7,1.5,6.5,ellisry01
728,Ryan Getzlaf,ANA,C,0:48,56,,17:32,4,3.8,2.6,,2:49,9.4,7.3,1.1,,1:03,1.7,3,10.1,getzlry01
729,Ryan Hartman,TOT,RW,0:38,78,,12:05,0.8,3,2.6,,0:39,0.8,4.9,0,,0:18,,0,0,hartmry01
730,Ryan Johansen,NSH,C,0:45,79,,14:27,2.2,3.3,2.5,,3:03,0.5,7.2,1,,1:02,7.2,2.2,4.3,johanry01
731,Ryan Kesler,ANA,C,0:51,44,,14:20,-4,2.3,2.7,,1:28,-2.4,2.7,0,,2:13,-14,0,8,keslery01
732,Ryan Lomberg,CGY,LW,0:38,7,,6:14,-10.9,4.1,4.1,,0:01,,0,0,,0:00,,,,lombery01
733,Ryan McDonagh,TOT,D,0:40,63,,18:31,0.5,3.2,2.8,,1:43,-2.6,6.8,0.6,,3:05,-2.4,0.8,5.5,mcdonry01
734,Ryan Murphy,MIN,D,0:36,21,,17:15,0.2,2.8,1.3,,1:27,-10,2,2,,0:18,18.2,0,0,murphry01
735,Ryan Murray,CBJ,D,0:42,44,,16:08,-3.2,2.4,2,,0:16,-13.2,5.1,0,,2:01,5.1,0,4.4,murrary01
736,Ryan Nugent-Hopkins,EDM,C,0:32,62,,14:30,-0.4,3.3,2.8,,1:57,4.8,6.2,0.5,,1:37,-4.3,1.7,11.9,nugenry01
